5
2 2
236 261 -47
237 261 44
237 262 -79
238 262 -100
238 263 23
239 263 11
239 264 -48
240 264 37
240 265 17
241 265 -73
241 266 12
242 266 -69
242 267 8
243 267 82
243 268 -79
244 268 63
244 269 36
245 269 25
245 270 -48
246 270 10
246 271 -1
247 271 -76
247 272 -90
248 272 -95
248 273 -6
249 273 -42
249 274 -44
250 274 -30
250 275 -93
251 275 85
251 276 7
252 277 40
253 277 -98
253 278 -39
254 278 84
254 279 -37
255 279 99
255 280 -74
256 280 2
256 281 -26
257 281 -47
257 282 17
258 282 96
258 283 -69
259 283 76
259 284 -26
260 284 -11
260 285 -71
261 285 -83
261 286 -8
262 286 -51
262 287 -46
263 287 -27
263 288 -68
264 288 60
264 289 6
265 289 -58
265 290 -92
266 290 60
266 291 79
267 291 77
267 292 13
268 292 100
268 293 22
269 293 -82
269 294 -87
270 294 56
270 295 34
271 295 21
271 296 -62
272 296 -87
272 297 9
273 297 84
273 298 25
274 298 -83
274 299 -10
275 299 -14
275 300 79
276 300 -16
276 301 72
277 302 62
278 302 58
278 303 21
279 303 -94
279 304 -21
280 304 -82
280 305 -47
281 305 25
281 306 -80
282 306 -10
282 307 7
283 307 91
283 308 41
284 308 -8
284 309 -57
285 309 -31
285 310 37
286 310 -40
286 311 -42
287 311 -65
287 312 31
288 312 72
288 313 -19
289 313 52
289 314 12
290 314 -36
290 315 -73
291 315 49
291 316 77
292 316 75
292 317 -73
293 317 -99
293 318 96
294 318 1
294 319 51
295 319 -28
295 320 -53
296 320 -64
296 321 -27
297 321 -98
297 322 -23
298 322 14
298 323 6
299 323 -69
299 324 -30
300 324 93
300 325 32
301 325 -41
301 326 73
302 327 -97
303 327 58
303 328 -7
304 328 -53
304 329 -63
305 329 60
305 330 -9
306 330 73
306 331 -36
307 331 42
307 332 -37
308 332 61
308 333 15
309 333 26
309 334 25
310 334 -13
310 335 -99
311 335 8
311 336 75
312 336 -10
312 337 -32
313 337 84
313 338 -72
314 338 54
314 339 -82
315 339 19
315 340 54
316 340 -84
316 341 -95
317 341 -76
317 342 37
318 342 40
318 343 -6
319 343 59
319 344 -51
320 344 98
320 345 53
321 345 -38
321 346 -88
322 346 46
322 347 16
323 347 -32
323 348 -52
324 348 -19
324 349 66
325 349 -14
325 350 -47
326 350 -42
326 351 33
327 352 10
328 352 -69
328 353 -63
329 353 -91
329 354 62
330 354 100
330 355 79
331 355 93
331 356 57
332 356 -82
332 357 17
333 357 -76
333 358 77
334 358 -13
334 359 -62
335 359 -99
335 360 -9
336 360 7
336 361 52
337 361 -41
337 362 -37
338 362 -46
338 363 -10
339 363 70
339 364 -9
340 364 -79
340 365 68
341 365 68
341 366 83
342 366 91
342 367 -73
343 367 26
343 368 -30
344 368 -81
344 369 -47
345 369 -14
345 370 22
346 370 -13
346 371 -15
347 371 92
347 372 -84
348 372 -100
348 373 -30
349 373 -34
349 374 82
350 374 96
350 375 -32
351 375 -33
351 376 89
352 377 35
353 377 -20
353 378 -3
354 378 -64
354 379 81
355 379 -46
355 380 0
356 380 25
356 381 89
357 381 -19
357 382 -82
358 382 41
358 383 -90
359 383 -58
359 384 -67
360 384 21
360 385 -30
361 385 27
361 386 -93
362 386 -31
362 387 -82
363 387 70
363 388 26
364 388 -51
364 389 -30
365 389 92
365 390 18
366 390 -2
366 391 80
367 391 29
367 392 13
368 392 94
368 393 23
369 393 -79
369 394 16
370 394 19
370 395 -23
371 395 -21
371 396 72
372 396 -30
372 397 -64
373 397 45
373 398 -15
374 398 33
374 399 -26
375 399 13
375 400 -7
376 400 6
376 401 -65
377 402 79
378 402 -92
378 403 31
379 403 -94
379 404 23
380 404 -40
380 405 22
381 405 94
381 406 66
382 406 71
382 407 84
383 407 92
383 408 -87
384 408 3
384 409 -73
385 409 -89
385 410 -90
386 410 -88
386 411 -6
387 411 37
387 412 -91
388 412 28
388 413 -34
389 413 -94
389 414 -47
390 414 -52
390 415 -39
391 415 98
391 416 61
392 416 49
392 417 -8
393 417 97
393 418 -68
394 418 28
394 419 -81
395 419 82
395 420 -33
396 420 19
396 421 11
397 421 -64
397 422 -36
398 422 10
398 423 -53
399 423 88
399 424 60
400 424 -45
400 425 5
401 425 -37
401 426 76
402 427 76
403 427 -98
403 428 -58
404 428 -33
404 429 -42
405 429 18
405 430 33
406 430 51
406 431 58
407 431 57
407 432 -54
408 432 49
408 433 96
409 433 36
409 434 -51
410 434 -39
410 435 45
411 435 -68
411 436 61
412 436 -26
412 437 -6
413 437 89
413 438 -23
414 438 -52
414 439 -55
415 439 -44
415 440 -66
416 440 -37
416 441 0
417 441 61
417 442 56
418 442 46
418 443 -40
419 443 -21
419 444 -87
420 444 -79
420 445 61
421 445 -69
421 446 -72
422 446 -97
422 447 -1
423 447 -82
423 448 71
424 448 90
424 449 -77
425 449 90
425 450 9
426 450 11
426 451 -32
427 452 -24
428 452 -85
428 453 98
429 453 81
429 454 -57
430 454 59
430 455 -20
431 455 54
431 456 -96
432 456 37
432 457 -15
433 457 -28
433 458 16
434 458 -60
434 459 19
435 459 55
435 460 75
436 460 31
436 461 42
437 461 67
437 462 -70
438 462 -71
438 463 32
439 463 -30
439 464 -41
440 464 -48
440 465 -70
441 465 37
441 466 19
442 466 16
442 467 67
443 467 -56
443 468 -15
444 468 -100
444 469 -83
445 469 78
445 470 -80
446 470 61
446 471 47
447 471 -22
447 472 64
448 472 10
448 473 -9
449 473 68
449 474 34
450 474 7
450 475 42
451 475 -92
451 476 -32
452 477 -98
453 477 -75
453 478 65
454 478 44
454 479 -19
455 479 23
455 480 48
456 480 -86
456 481 27
457 481 -2
457 482 -4
458 482 19
458 483 -92
459 483 -25
459 484 17
460 484 -55
460 485 28
461 485 82
461 486 -99
462 486 86
462 487 56
463 487 -77
463 488 -57
464 488 22
464 489 8
465 489 16
465 490 34
466 490 20
466 491 -66
467 491 23
467 492 43
468 492 30
468 493 52
469 493 -47
469 494 49
470 494 76
470 495 26
471 495 65
471 496 -82
472 496 17
472 497 85
473 497 -9
473 498 96
474 498 -73
474 499 18
475 499 -15
475 500 34
476 500 -91
476 501 -85
477 502 -43
478 502 -86
478 503 16
479 503 -42
479 504 39
480 504 77
480 505 -59
481 505 48
481 506 18
482 506 14
482 507 -80
483 507 69
483 508 -38
484 508 -82
484 509 -73
485 509 28
485 510 83
486 510 -50
486 511 -57
487 511 -31
487 512 35
488 512 8
488 513 -73
489 513 94
489 514 -56
490 514 -58
490 515 -47
491 515 42
491 516 10
492 516 56
492 517 41
493 517 -81
493 518 -90
494 518 -18
494 519 50
495 519 -48
495 520 -49
496 520 53
496 521 -20
497 521 66
497 522 -32
498 522 40
498 523 32
499 523 -89
499 524 71
500 524 -87
500 525 39
501 525 -77
501 526 32
502 527 44
503 527 68
503 528 81
504 528 -13
504 529 69
505 529 -54
505 530 61
506 530 68
506 531 51
507 531 86
507 532 1
508 532 25
508 533 48
509 533 49
509 534 96
510 534 -50
510 535 62
511 535 39
511 536 -56
512 536 -18
512 537 91
513 537 49
513 538 -23
514 538 4
514 539 28
515 539 40
515 540 -21
516 540 -30
516 541 46
517 541 89
517 542 37
518 542 29
518 543 71
519 543 -89
519 544 95
520 544 -1
520 545 -67
521 545 49
521 546 -30
522 546 -15
522 547 -80
523 547 44
523 548 88
524 548 -34
524 549 -90
525 549 -19
525 550 -46
526 550 -28
526 551 -16
527 552 -95
528 552 -49
528 553 -17
529 553 -81
529 554 15
530 554 97
530 555 -89
531 555 13
531 556 84
532 556 74
532 557 77
533 557 -3
533 558 37
534 558 8
534 559 35
535 559 -78
535 560 -41
536 560 43
536 561 62
537 561 -76
537 562 57
538 562 86
538 563 -3
539 563 81
539 564 12
540 564 -8
540 565 -61
541 565 -62
541 566 91
542 566 -53
542 567 31
543 567 -36
543 568 8
544 568 -32
544 569 88
545 569 63
545 570 -30
546 570 11
546 571 65
547 571 43
547 572 85
548 572 68
548 573 -40
549 573 98
549 574 -33
550 574 -8
550 575 -45
551 575 20
551 576 -76
552 577 67
553 577 77
553 578 -15
554 578 -70
554 579 9
555 579 72
555 580 35
556 580 5
556 581 99
557 581 -85
557 582 21
558 582 65
558 583 84
559 583 -57
559 584 55
560 584 -93
560 585 31
561 585 -25
561 586 63
562 586 13
562 587 94
563 587 9
563 588 -5
564 588 -79
564 589 -90
565 589 -58
565 590 -1
566 590 -45
566 591 -19
567 591 -42
567 592 74
568 592 35
568 593 9
569 593 -80
569 594 -74
570 594 39
570 595 -53
571 595 92
571 596 42
572 596 -85
572 597 -4
573 597 85
573 598 -4
574 598 -37
574 599 15
575 599 95
575 600 -40
576 600 -97
576 601 -85
577 602 10
578 602 -39
578 603 27
579 603 71
579 604 46
580 604 18
580 605 -12
581 605 34
581 606 -2
582 606 -29
582 607 -33
583 607 -93
583 608 -100
584 608 23
584 609 -76
585 609 -6
585 610 97
586 610 -56
586 611 55
587 611 91
587 612 -20
588 612 68
588 613 89
589 613 60
589 614 87
590 614 -14
590 615 63
591 615 -28
591 616 53
592 616 -90
592 617 21
593 617 27
593 618 50
594 618 10
594 619 65
595 619 29
595 620 97
596 620 -76
596 621 -12
597 621 96
597 622 -61
598 622 8
598 623 8
599 623 -72
599 624 87
600 624 -42
600 625 -99
601 625 50
601 626 -49
602 627 15
603 627 -42
603 628 -98
604 628 -25
604 629 57
605 629 46
605 630 4
606 630 -71
606 631 -10
607 631 -21
607 632 -73
608 632 48
608 633 26
609 633 47
609 634 57
610 634 0
610 635 -32
611 635 -59
611 636 -8
612 636 -82
612 637 63
613 637 -5
613 638 -89
614 638 -46
614 639 2
615 639 23
615 640 -28
616 640 81
616 641 16
617 641 60
617 642 -8
618 642 -26
618 643 -59
619 643 85
619 644 12
620 644 -33
620 645 -21
621 645 65
621 646 48
622 646 57
622 647 -95
623 647 -35
623 648 21
624 648 -58
624 649 -37
625 649 -59
625 650 -74
626 650 -45
626 651 40
627 652 43
628 652 15
628 653 54
629 653 82
629 654 -65
630 654 59
630 655 86
631 655 -57
631 656 -98
632 656 -26
632 657 20
633 657 11
633 658 -18
634 658 -51
634 659 45
635 659 -75
635 660 -43
636 660 -31
636 661 64
637 661 8
637 662 33
638 662 55
638 663 98
639 663 69
639 664 -27
640 664 84
640 665 57
641 665 1
641 666 -88
642 666 38
642 667 -17
643 667 -7
643 668 -50
644 668 -99
644 669 -90
645 669 55
645 670 -13
646 670 83
646 671 -34
647 671 -74
647 672 75
648 672 61
648 673 73
649 673 -94
649 674 41
650 674 -51
650 675 -71
651 675 -11
651 676 -39
652 677 86
653 677 70
653 678 11
654 678 -38
654 679 12
655 679 39
655 680 70
656 680 40
656 681 -58
657 681 -5
657 682 -98
658 682 16
658 683 -49
659 683 -97
659 684 -46
660 684 64
660 685 -28
661 685 -60
661 686 -97
662 686 -84
662 687 -63
663 687 -66
663 688 -25
664 688 52
664 689 -46
665 689 62
665 690 -77
666 690 57
666 691 7
667 691 19
667 692 39
668 692 37
668 693 38
669 693 -75
669 694 62
670 694 -14
670 695 -86
671 695 -92
671 696 76
672 696 -55
672 697 60
673 697 25
673 698 -83
674 698 -82
674 699 97
675 699 18
675 700 89
676 700 98
676 701 7
677 702 -19
678 702 81
678 703 7
679 703 48
679 704 -34
680 704 56
680 705 -36
681 705 -57
681 706 -31
682 706 -48
682 707 27
683 707 -47
683 708 -79
684 708 21
684 709 -88
685 709 -77
685 710 3
686 710 -68
686 711 -20
687 711 14
687 712 -72
688 712 50
688 713 -95
689 713 78
689 714 -12
690 714 -80
690 715 46
691 715 -92
691 716 -40
692 716 80
692 717 83
693 717 -28
693 718 -62
694 718 48
694 719 -3
695 719 63
695 720 -88
696 720 -65
696 721 79
697 721 44
697 722 -1
698 722 54
698 723 57
699 723 -77
699 724 72
700 724 -48
700 725 26
701 725 32
701 726 -23
702 727 56
703 727 -62
703 728 -64
704 728 -50
704 729 97
705 729 -80
705 730 -51
706 730 74
706 731 73
707 731 43
707 732 68
708 732 -53
708 733 -45
709 733 -37
709 734 32
710 734 -35
710 735 -84
711 735 -8
711 736 -11
712 736 67
712 737 -67
713 737 -76
713 738 -98
714 738 -69
714 739 16
715 739 8
715 740 -50
716 740 -42
716 741 -68
717 741 36
717 742 30
718 742 4
718 743 -81
719 743 89
719 744 -28
720 744 -52
720 745 38
721 745 -28
721 746 -29
722 746 61
722 747 99
723 747 19
723 748 89
724 748 -36
724 749 55
725 749 32
725 750 23
726 750 -37
726 751 -36
727 752 -11
728 752 -100
728 753 -57
729 753 68
729 754 -61
730 754 59
730 755 -12
731 755 -43
731 756 30
732 756 -86
732 757 -43
733 757 -2
733 758 66
734 758 78
734 759 -96
735 759 37
735 760 -98
736 760 15
736 761 46
737 761 -26
737 762 -96
738 762 71
738 763 -63
739 763 -70
739 764 49
740 764 -22
740 765 66
741 765 -63
741 766 96
742 766 -57
742 767 20
743 767 -40
743 768 -77
744 768 -62
744 769 -12
745 769 79
745 770 -41
746 770 98
746 771 -80
747 771 7
747 772 68
748 772 -69
748 773 74
749 773 64
749 774 -35
750 774 60
750 775 81
751 775 -46
751 776 -92
752 777 -30
753 777 19
753 778 -69
754 778 -69
754 779 -80
755 779 -20
755 780 88
756 780 53
756 781 82
757 781 -91
757 782 9
758 782 -65
758 783 2
759 783 -54
759 784 -52
760 784 9
760 785 -34
761 785 -60
761 786 40
762 786 -81
762 787 -26
763 787 3
763 788 40
764 788 69
764 789 -25
765 789 -99
765 790 14
766 790 -22
766 791 -30
767 791 86
767 792 100
768 792 94
768 793 17
769 793 -34
769 794 15
770 794 -30
770 795 -60
771 795 39
771 796 -68
772 796 -99
772 797 99
773 797 21
773 798 -74
774 798 -88
774 799 82
775 799 19
775 800 59
776 800 -31
776 801 -35
777 802 -73
778 802 -23
778 803 -79
779 803 -71
779 804 -29
780 804 -100
780 805 -95
781 805 -54
781 806 28
782 806 61
782 807 -36
783 807 -24
783 808 77
784 808 97
784 809 -44
785 809 -71
785 810 -27
786 810 82
786 811 -79
787 811 -85
787 812 -60
788 812 -89
788 813 -7
789 813 25
789 814 92
790 814 42
790 815 51
791 815 45
791 816 77
792 816 75
792 817 -13
793 817 24
793 818 50
794 818 -39
794 819 69
795 819 -81
795 820 71
796 820 -28
796 821 15
797 821 12
797 822 -77
798 822 -94
798 823 28
799 823 38
799 824 -44
800 824 21
800 825 10
801 825 50
801 826 7
802 827 -20
803 827 18
803 828 64
804 828 47
804 829 47
805 829 71
805 830 -88
806 830 -81
806 831 -37
807 831 -48
807 832 -89
808 832 27
808 833 -54
809 833 -33
809 834 48
810 834 -51
810 835 75
811 835 87
811 836 -9
812 836 -63
812 837 -22
813 837 99
813 838 49
814 838 -96
814 839 -9
815 839 -60
815 840 -89
816 840 63
816 841 -5
817 841 40
817 842 83
818 842 -78
818 843 33
819 843 81
819 844 90
820 844 -53
820 845 76
821 845 -66
821 846 40
822 846 38
822 847 5
823 847 69
823 848 70
824 848 -68
824 849 86
825 849 89
825 850 63
826 850 -86
826 851 -5
827 852 -86
828 852 -63
828 853 -12
829 853 24
829 854 -67
830 854 86
830 855 12
831 855 87
831 856 58
832 856 -25
832 857 22
833 857 42
833 858 -84
834 858 15
834 859 -77
835 859 -38
835 860 -74
836 860 66
836 861 -60
837 861 67
837 862 69
838 862 57
838 863 96
839 863 -4
839 864 71
840 864 -40
840 865 88
841 865 -47
841 866 1
842 866 -12
842 867 44
843 867 76
843 868 -85
844 868 28
844 869 70
845 869 16
845 870 -100
846 870 -85
846 871 14
847 871 -69
847 872 -29
848 872 79
848 873 45
849 873 55
849 874 31
850 874 -95
850 875 87
851 875 38
851 876 -68
852 877 82
853 877 20
853 878 -68
854 878 69
854 879 -68
855 879 -62
855 880 -89
856 880 97
856 881 -75
857 881 -17
857 882 94
858 882 -47
858 883 60
859 883 45
859 884 14
860 884 -89
860 885 -84
861 885 -55
861 886 53
862 886 91
862 887 -4
863 887 -1
863 888 82
864 888 15
864 889 98
865 889 8
865 890 2
866 890 -37
866 891 56
867 891 -76
867 892 -22
868 892 -38
868 893 -15
869 893 2
869 894 -90
870 894 -60
870 895 89
871 895 -25
871 896 60
872 896 37
872 897 -19
873 897 -34
873 898 64
874 898 90
874 899 18
875 899 21
875 900 19
876 900 85
876 901 -78
877 902 73
878 902 27
878 903 66
879 903 -39
879 904 52
880 904 49
880 905 8
881 905 -82
881 906 91
882 906 1
882 907 -70
883 907 42
883 908 13
884 908 -98
884 909 -14
885 909 -59
885 910 98
886 910 -6
886 911 -13
887 911 -48
887 912 72
888 912 -73
888 913 -66
889 913 19
889 914 -40
890 914 -15
890 915 31
891 915 26
891 916 56
892 916 11
892 917 -93
893 917 30
893 918 39
894 918 41
894 919 63
895 919 -41
895 920 -26
896 920 -72
896 921 -13
897 921 -91
897 922 -31
898 922 -52
898 923 45
899 923 -24
899 924 -24
900 924 6
900 925 -99
901 925 86
901 926 11
902 927 -51
903 927 84
903 928 65
904 928 50
904 929 56
905 929 -66
905 930 18
906 930 79
906 931 -78
907 931 -24
907 932 7
908 932 1
908 933 73
909 933 -1
909 934 75
910 934 38
910 935 33
911 935 -42
911 936 31
912 936 69
912 937 5
913 937 -50
913 938 -62
914 938 84
914 939 80
915 939 73
915 940 -90
916 940 -61
916 941 -68
917 941 77
917 942 70
918 942 -83
918 943 8
919 943 66
919 944 81
920 944 68
920 945 59
921 945 68
921 946 48
922 946 57
922 947 -94
923 947 -27
923 948 -90
924 948 -43
924 949 7
925 949 -40
925 950 -83
926 950 -58
926 951 11
927 952 94
928 952 67
928 953 25
929 953 38
929 954 -59
930 954 43
930 955 -82
931 955 -59
931 956 10
932 956 10
932 957 94
933 957 -35
933 958 -82
934 958 17
934 959 -53
935 959 -70
935 960 79
936 960 -19
936 961 82
937 961 -94
937 962 -26
938 962 -56
938 963 47
939 963 93
939 964 71
940 964 -76
940 965 1
941 965 91
941 966 86
942 966 97
942 967 27
943 967 -62
943 968 52
944 968 79
944 969 -88
945 969 -11
945 970 -27
946 970 -23
946 971 -25
947 971 -28
947 972 -42
948 972 23
948 973 -32
949 973 32
949 974 18
950 974 -31
950 975 -3
951 975 54
951 976 -51
952 977 -100
953 977 -79
953 978 -1
954 978 95
954 979 12
955 979 -75
955 980 -87
956 980 -29
956 981 -47
957 981 14
957 982 53
958 982 79
958 983 -18
959 983 69
959 984 29
960 984 25
960 985 -76
961 985 66
961 986 76
962 986 -93
962 987 -44
963 987 50
963 988 -68
964 988 -76
964 989 -19
965 989 -24
965 990 -9
966 990 90
966 991 -15
967 991 -16
967 992 -38
968 992 -98
968 993 52
969 993 -49
969 994 99
970 994 -2
970 995 98
971 995 -90
971 996 98
972 996 12
972 997 -95
973 997 -68
973 998 -14
974 998 64
974 999 88
975 999 78
975 1000 -74
976 1000 -76
976 1001 -75
977 1002 52
978 1002 50
978 1003 -43
979 1003 -44
979 1004 42
980 1004 -67
980 1005 90
981 1005 -7
981 1006 46
982 1006 -89
982 1007 60
983 1007 36
983 1008 68
984 1008 -64
984 1009 93
985 1009 -82
985 1010 64
986 1010 1
986 1011 -60
987 1011 95
987 1012 23
988 1012 -27
988 1013 -79
989 1013 -54
989 1014 -68
990 1014 67
990 1015 -89
991 1015 -80
991 1016 34
992 1016 75
992 1017 -25
993 1017 -73
993 1018 -95
994 1018 -71
994 1019 51
995 1019 5
995 1020 -92
996 1020 -94
996 1021 81
997 1021 -45
997 1022 -92
998 1022 -96
998 1023 -91
999 1023 60
999 1024 75
1000 1024 39
1000 1025 -34
1001 1025 28
1001 1026 55
1002 1027 -22
1003 1027 -81
1003 1028 79
1004 1028 -71
1004 1029 -15
1005 1029 47
1005 1030 56
1006 1030 86
1006 1031 -63
1007 1031 58
1007 1032 68
1008 1032 33
1008 1033 -34
1009 1033 46
1009 1034 79
1010 1034 -47
1010 1035 9
1011 1035 13
1011 1036 -92
1012 1036 18
1012 1037 97
1013 1037 57
1013 1038 11
1014 1038 6
1014 1039 -92
1015 1039 -98
1015 1040 58
1016 1040 -8
1016 1041 -97
1017 1041 17
1017 1042 6
1018 1042 -49
1018 1043 77
1019 1043 -99
1019 1044 -84
1020 1044 -24
1020 1045 -4
1021 1045 57
1021 1046 -84
1022 1046 20
1022 1047 -26
1023 1047 39
1023 1048 99
1024 1048 67
1024 1049 -86
1025 1049 54
1025 1050 5
1026 1050 -81
1026 1051 -39
1027 1052 14
1028 1052 67
1028 1053 -85
1029 1053 49
1029 1054 -88
1030 1054 -28
1030 1055 89
1031 1055 100
1031 1056 100
1032 1056 -10
1032 1057 -38
1033 1057 -4
1033 1058 -38
1034 1058 30
1034 1059 42
1035 1059 99
1035 1060 17
1036 1060 97
1036 1061 65
1037 1061 -46
1037 1062 -14
1038 1062 94
1038 1063 -98
1039 1063 -49
1039 1064 51
1040 1064 -9
1040 1065 -4
1041 1065 -1
1041 1066 55
1042 1066 64
1042 1067 -67
1043 1067 61
1043 1068 -89
1044 1068 -71
1044 1069 -27
1045 1069 -31
1045 1070 -100
1046 1070 -85
1046 1071 -13
1047 1071 30
1047 1072 -84
1048 1072 -68
1048 1073 -50
1049 1073 40
1049 1074 27
1050 1074 45
1050 1075 -88
1051 1075 -56
1051 1076 -61
1052 1077 -20
1053 1077 77
1053 1078 -21
1054 1078 -15
1054 1079 -53
1055 1079 94
1055 1080 17
1056 1080 -56
1056 1081 85
1057 1081 43
1057 1082 45
1058 1082 22
1058 1083 -53
1059 1083 60
1059 1084 -25
1060 1084 -38
