5
2527 4950
244 269 75
245 269 46
245 270 -76
246 270 82
246 271 20
247 271 -97
247 272 -87
248 272 41
248 273 -7
249 273 43
249 274 19
250 274 7
250 275 -35
251 275 29
251 276 -75
252 277 -75
253 277 93
253 278 70
254 278 20
254 279 85
255 279 -86
255 280 -7
256 280 25
256 281 83
257 281 -7
257 282 -16
258 282 45
258 283 -16
259 283 52
259 284 -59
260 284 -53
260 285 72
261 285 64
261 286 72
262 286 56
262 287 0
263 287 -21
263 288 -24
264 288 -16
264 289 84
265 289 -94
265 290 -95
266 290 35
266 291 -1
267 291 24
267 292 -72
268 292 75
268 293 39
269 293 51
269 294 -99
270 294 27
270 295 -21
271 295 77
271 296 -27
272 296 85
272 297 -90
273 297 93
273 298 89
274 298 25
274 299 100
275 299 6
275 300 -7
276 300 62
276 301 60
277 302 65
278 302 -69
278 303 48
279 303 12
279 304 32
280 304 10
280 305 -100
281 305 25
281 306 -81
282 306 28
282 307 0
283 307 -8
283 308 -39
284 308 -94
284 309 10
285 309 -60
285 310 -66
286 310 76
286 311 -51
287 311 -86
287 312 39
288 312 -49
288 313 79
289 313 -6
289 314 38
290 314 29
290 315 64
291 315 -33
291 316 -64
292 316 24
292 317 -53
293 317 71
293 318 73
294 318 85
294 319 -18
295 319 54
295 320 -65
296 320 -43
296 321 64
297 321 -26
297 322 -39
298 322 -50
298 323 29
299 323 48
299 324 66
300 324 53
300 325 49
301 325 25
301 326 65
302 327 70
303 327 -71
303 328 51
304 328 79
304 329 32
305 329 41
305 330 57
306 330 -31
306 331 -73
307 331 -81
307 332 19
308 332 -37
308 333 66
309 333 -92
309 334 -23
310 334 -31
310 335 20
311 335 -14
311 336 42
312 336 59
312 337 -75
313 337 50
313 338 63
314 338 -35
314 339 31
315 339 -18
315 340 -43
316 340 -57
316 341 -65
317 341 46
317 342 -87
318 342 -4
318 343 -51
319 343 -36
319 344 93
320 344 -75
320 345 -67
321 345 85
321 346 -28
322 346 89
322 347 65
323 347 -68
323 348 84
324 348 -41
324 349 -42
325 349 -97
325 350 18
326 350 41
326 351 -89
327 352 62
328 352 -27
328 353 39
329 353 -16
329 354 -18
330 354 43
330 355 -15
331 355 4
331 356 -58
332 356 -95
332 357 61
333 357 72
333 358 -27
334 358 -97
334 359 18
335 359 -25
335 360 53
336 360 40
336 361 40
337 361 -91
337 362 18
338 362 11
338 363 -66
339 363 -82
339 364 61
340 364 -29
340 365 12
341 365 50
341 366 -84
342 366 -1
342 367 99
343 367 -99
343 368 83
344 368 0
344 369 -51
345 369 9
345 370 5
346 370 -65
346 371 49
347 371 -65
347 372 -17
348 372 -13
348 373 85
349 373 -87
349 374 100
350 374 -71
350 375 33
351 375 -76
351 376 83
352 377 -22
353 377 3
353 378 -35
354 378 -69
354 379 39
355 379 -91
355 380 -14
356 380 46
356 381 32
357 381 1
357 382 -31
358 382 17
358 383 -62
359 383 51
359 384 31
360 384 -50
360 385 -74
361 385 -79
361 386 -15
362 386 70
362 387 -51
363 387 -34
363 388 48
364 388 -85
364 389 -78
365 389 -45
365 390 31
366 390 -33
366 391 -91
367 391 -55
367 392 -48
368 392 -34
368 393 -93
369 393 59
369 394 -46
370 394 -2
370 395 -55
371 395 -2
371 396 -96
372 396 -86
372 397 -60
373 397 55
373 398 90
374 398 -83
374 399 28
375 399 33
375 400 26
376 400 86
376 401 -88
377 402 40
378 402 81
378 403 61
379 403 -82
379 404 90
380 404 -34
380 405 -92
381 405 -23
381 406 30
382 406 82
382 407 -100
383 407 -55
383 408 89
384 408 -45
384 409 54
385 409 97
385 410 73
386 410 -80
386 411 51
387 411 -69
387 412 32
388 412 -73
388 413 42
389 413 39
389 414 -54
390 414 12
390 415 55
391 415 37
391 416 -34
392 416 -63
392 417 -48
393 417 14
393 418 -28
394 418 -37
394 419 14
395 419 72
395 420 62
396 420 55
396 421 44
397 421 95
397 422 -46
398 422 77
398 423 -77
399 423 4
399 424 -80
400 424 44
400 425 -26
401 425 -58
401 426 -7
402 427 -95
403 427 -97
403 428 0
404 428 -91
404 429 -14
405 429 40
405 430 -12
406 430 28
406 431 -10
407 431 -66
407 432 -51
408 432 9
408 433 -84
409 433 31
409 434 41
410 434 -40
410 435 -90
411 435 -46
411 436 14
412 436 -26
412 437 3
413 437 94
413 438 98
414 438 -35
414 439 6
415 439 83
415 440 93
416 440 -90
416 441 -79
417 441 -57
417 442 63
418 442 -1
418 443 -10
419 443 -64
419 444 -44
420 444 -80
420 445 -72
421 445 -56
421 446 -94
422 446 -19
422 447 36
423 447 -27
423 448 26
424 448 -87
424 449 38
425 449 16
425 450 28
426 450 76
426 451 -38
427 452 61
428 452 12
428 453 -83
429 453 -78
429 454 31
430 454 88
430 455 71
431 455 -39
431 456 -14
432 456 20
432 457 -28
433 457 80
433 458 86
434 458 -63
434 459 -6
435 459 -94
435 460 -2
436 460 -69
436 461 -91
437 461 71
437 462 11
438 462 -15
438 463 88
439 463 43
439 464 -34
440 464 6
440 465 -6
441 465 41
441 466 45
442 466 44
442 467 -77
443 467 -80
443 468 50
444 468 55
444 469 -11
445 469 88
445 470 73
446 470 58
446 471 70
447 471 34
447 472 8
448 472 -79
448 473 -9
449 473 16
449 474 17
450 474 53
450 475 88
451 475 -16
451 476 -18
452 477 -59
453 477 -56
453 478 19
454 478 -59
454 479 97
455 479 25
455 480 -55
456 480 92
456 481 -54
457 481 42
457 482 -47
458 482 6
458 483 -37
459 483 4
459 484 15
460 484 -88
460 485 -32
461 485 -83
461 486 -76
462 486 -48
462 487 -53
463 487 -74
463 488 -59
464 488 85
464 489 74
465 489 -9
465 490 88
466 490 19
466 491 -25
467 491 -1
467 492 -53
468 492 91
468 493 27
469 493 -71
469 494 90
470 494 9
470 495 26
471 495 45
471 496 -87
472 496 62
472 497 57
473 497 44
473 498 7
474 498 76
474 499 -100
475 499 -1
475 500 -98
476 500 -83
476 501 -61
477 502 -3
478 502 -42
478 503 13
479 503 4
479 504 -14
480 504 -25
480 505 -72
481 505 55
481 506 36
482 506 -44
482 507 -40
483 507 -75
483 508 30
484 508 13
484 509 13
485 509 56
485 510 -70
486 510 -79
486 511 -84
487 511 -28
487 512 -50
488 512 -75
488 513 35
489 513 99
489 514 49
490 514 22
490 515 -56
491 515 -21
491 516 -22
492 516 74
492 517 -71
493 517 -55
493 518 22
494 518 57
494 519 -41
495 519 83
495 520 36
496 520 76
496 521 96
497 521 -59
497 522 -95
498 522 70
498 523 -70
499 523 -66
499 524 89
500 524 -87
500 525 -35
501 525 -74
501 526 53
502 527 -74
503 527 65
503 528 7
504 528 86
504 529 -30
505 529 20
505 530 65
506 530 -60
506 531 -26
507 531 3
507 532 35
508 532 71
508 533 -9
509 533 -17
509 534 -31
510 534 -20
510 535 55
511 535 70
511 536 91
512 536 33
512 537 -85
513 537 -82
513 538 -64
514 538 51
514 539 46
515 539 -19
515 540 -22
516 540 -45
516 541 60
517 541 66
517 542 -14
518 542 73
518 543 100
519 543 57
519 544 -65
520 544 27
520 545 -94
521 545 -5
521 546 -74
522 546 24
522 547 96
523 547 13
523 548 36
524 548 -95
524 549 89
525 549 -75
525 550 31
526 550 49
526 551 73
527 552 12
528 552 37
528 553 -32
529 553 43
529 554 -89
530 554 20
530 555 -87
531 555 58
531 556 -27
532 556 -25
532 557 -85
533 557 94
533 558 59
534 558 -85
534 559 -8
535 559 71
535 560 -45
536 560 -100
536 561 93
537 561 43
537 562 57
538 562 -31
538 563 -73
539 563 51
539 564 -67
540 564 15
540 565 62
541 565 -13
541 566 94
542 566 -99
542 567 -70
543 567 -8
543 568 85
544 568 -100
544 569 69
545 569 -59
545 570 -31
546 570 84
546 571 -41
547 571 99
547 572 -81
548 572 44
548 573 -64
549 573 24
549 574 29
550 574 57
550 575 82
551 575 -15
551 576 23
552 577 -19
553 577 -90
553 578 25
554 578 93
554 579 54
555 579 36
555 580 -43
556 580 -91
556 581 59
557 581 72
557 582 -24
558 582 -92
558 583 60
559 583 -28
559 584 11
560 584 -64
560 585 -1
561 585 -52
561 586 -50
562 586 68
562 587 78
563 587 13
563 588 7
564 588 -62
564 589 88
565 589 49
565 590 -1
566 590 50
566 591 92
567 591 -2
567 592 38
568 592 77
568 593 -38
569 593 -70
569 594 -90
570 594 -39
570 595 -38
571 595 66
571 596 62
572 596 -92
572 597 -24
573 597 0
573 598 15
574 598 36
574 599 11
575 599 3
575 600 -11
576 600 -20
576 601 26
577 602 37
578 602 100
578 603 15
579 603 -83
579 604 22
580 604 -50
580 605 -39
581 605 -100
581 606 -9
582 606 22
582 607 4
583 607 -61
583 608 -14
584 608 45
584 609 -41
585 609 -51
585 610 38
586 610 61
586 611 85
587 611 45
587 612 -48
588 612 -33
588 613 91
589 613 15
589 614 32
590 614 57
590 615 -89
591 615 99
591 616 96
592 616 65
592 617 68
593 617 82
593 618 23
594 618 -72
594 619 -53
595 619 89
595 620 97
596 620 75
596 621 -100
597 621 -78
597 622 56
598 622 -94
598 623 -100
599 623 -99
599 624 4
600 624 -94
600 625 81
601 625 94
601 626 -100
602 627 99
603 627 61
603 628 -74
604 628 58
604 629 96
605 629 86
605 630 -78
606 630 80
606 631 -52
607 631 57
607 632 19
608 632 62
608 633 -26
609 633 10
609 634 84
610 634 -88
610 635 42
611 635 -29
611 636 14
612 636 29
612 637 99
613 637 -88
613 638 36
614 638 23
614 639 85
615 639 14
615 640 -36
616 640 -60
616 641 -100
617 641 73
617 642 30
618 642 -13
618 643 -81
619 643 -38
619 644 -84
620 644 -34
620 645 -39
621 645 -30
621 646 19
622 646 -97
622 647 28
623 647 84
623 648 -12
624 648 -82
624 649 22
625 649 56
625 650 -6
626 650 -80
626 651 78
627 652 90
628 652 -58
628 653 -46
629 653 94
629 654 -36
630 654 -96
630 655 -23
631 655 -94
631 656 -35
632 656 4
632 657 43
633 657 52
633 658 93
634 658 -55
634 659 61
635 659 -33
635 660 -77
636 660 53
636 661 1
637 661 -84
637 662 -18
638 662 -15
638 663 -99
639 663 -9
639 664 1
640 664 30
640 665 73
641 665 20
641 666 -42
642 666 34
642 667 91
643 667 0
643 668 49
644 668 -88
644 669 -64
645 669 83
645 670 95
646 670 -91
646 671 1
647 671 -89
647 672 -6
648 672 -78
648 673 45
649 673 54
649 674 49
650 674 8
650 675 -96
651 675 -94
651 676 4
652 677 78
653 677 -88
653 678 55
654 678 -93
654 679 20
655 679 -89
655 680 -51
656 680 95
656 681 35
657 681 89
657 682 3
658 682 78
658 683 57
659 683 74
659 684 -94
660 684 -22
660 685 -37
661 685 14
661 686 88
662 686 47
662 687 1
663 687 -85
663 688 -8
664 688 57
664 689 4
665 689 58
665 690 65
666 690 87
666 691 -40
667 691 54
667 692 62
668 692 69
668 693 -9
669 693 -15
669 694 -57
670 694 -78
670 695 -39
671 695 -74
671 696 65
672 696 -14
672 697 -58
673 697 86
673 698 -7
674 698 19
674 699 20
675 699 -65
675 700 71
676 700 -20
676 701 27
677 702 74
678 702 40
678 703 -66
679 703 -54
679 704 -80
680 704 95
680 705 7
681 705 26
681 706 -72
682 706 21
682 707 -9
683 707 -42
683 708 64
684 708 -44
684 709 89
685 709 98
685 710 -20
686 710 57
686 711 -67
687 711 19
687 712 -91
688 712 35
688 713 52
689 713 -87
689 714 9
690 714 54
690 715 -69
691 715 -97
691 716 -15
692 716 89
692 717 -79
693 717 -68
693 718 -80
694 718 -30
694 719 -90
695 719 82
695 720 -93
696 720 -27
696 721 26
697 721 -13
697 722 -21
698 722 36
698 723 -4
699 723 -36
699 724 -41
700 724 -9
700 725 66
701 725 -94
701 726 -80
702 727 -42
703 727 73
703 728 5
704 728 -15
704 729 -81
705 729 -36
705 730 27
706 730 -95
706 731 92
707 731 50
707 732 -43
708 732 66
708 733 53
709 733 -52
709 734 -22
710 734 36
710 735 -19
711 735 -30
711 736 -41
712 736 -48
712 737 47
713 737 32
713 738 -95
714 738 -95
714 739 7
715 739 89
715 740 -89
716 740 5
716 741 90
717 741 -33
717 742 -98
718 742 98
718 743 39
719 743 15
719 744 100
720 744 -71
720 745 17
721 745 93
721 746 83
722 746 -81
722 747 27
723 747 -6
723 748 -97
724 748 32
724 749 -26
725 749 -65
725 750 -67
726 750 -22
726 751 25
727 752 -9
728 752 -7
728 753 71
729 753 10
729 754 -15
730 754 -41
730 755 29
731 755 16
731 756 -35
732 756 33
732 757 -6
733 757 2
733 758 -46
734 758 89
734 759 -6
735 759 68
735 760 -65
736 760 56
736 761 -6
737 761 44
737 762 -16
738 762 -68
738 763 28
739 763 47
739 764 34
740 764 44
740 765 73
741 765 6
741 766 -92
742 766 89
742 767 77
743 767 -74
743 768 -97
744 768 26
744 769 -52
745 769 -1
745 770 12
746 770 79
746 771 47
747 771 41
747 772 -25
748 772 -53
748 773 -93
749 773 -99
749 774 6
750 774 60
750 775 44
751 775 -62
751 776 -54
752 777 54
753 777 80
753 778 22
754 778 -58
754 779 95
755 779 86
755 780 -44
756 780 8
756 781 -21
757 781 -92
757 782 -40
758 782 -78
758 783 -98
759 783 71
759 784 36
760 784 -96
760 785 -22
761 785 -34
761 786 45
762 786 12
762 787 -26
763 787 27
763 788 -96
764 788 -74
764 789 55
765 789 51
765 790 63
766 790 90
766 791 88
767 791 -84
767 792 -64
768 792 58
768 793 -82
769 793 -33
769 794 -70
770 794 4
770 795 91
771 795 100
771 796 -12
772 796 16
772 797 62
773 797 39
773 798 -87
774 798 -83
774 799 -44
775 799 -12
775 800 -89
776 800 -50
776 801 -2
777 802 -52
778 802 50
778 803 62
779 803 94
779 804 -18
780 804 100
780 805 -22
781 805 -4
781 806 16
782 806 34
782 807 -25
783 807 88
783 808 18
784 808 70
784 809 -83
785 809 69
785 810 -83
786 810 5
786 811 -4
787 811 4
787 812 21
788 812 -30
788 813 -38
789 813 1
789 814 20
790 814 -67
790 815 45
791 815 -52
791 816 52
792 816 74
792 817 50
793 817 -22
793 818 -59
794 818 23
794 819 -35
795 819 -20
795 820 -94
796 820 17
796 821 79
797 821 -47
797 822 22
798 822 -14
798 823 90
799 823 -33
799 824 27
800 824 -50
800 825 -54
801 825 21
801 826 -49
802 827 17
803 827 52
803 828 15
804 828 4
804 829 -15
805 829 -50
805 830 90
806 830 53
806 831 41
807 831 -1
807 832 -89
808 832 43
808 833 -48
809 833 -72
809 834 -29
810 834 68
810 835 37
811 835 34
811 836 -59
812 836 54
812 837 -2
813 837 63
813 838 -42
814 838 99
814 839 -89
815 839 -49
815 840 -22
816 840 56
816 841 -6
817 841 99
817 842 -14
818 842 4
818 843 -34
819 843 47
819 844 19
820 844 -17
820 845 93
821 845 -37
821 846 -25
822 846 48
822 847 -44
823 847 -34
823 848 99
824 848 95
824 849 -12
825 849 -26
825 850 -99
826 850 -48
826 851 -82
827 852 62
828 852 -77
828 853 -81
829 853 13
829 854 -72
830 854 88
830 855 57
831 855 -24
831 856 -85
832 856 73
832 857 68
833 857 64
833 858 -15
834 858 -79
834 859 51
835 859 -18
835 860 73
836 860 -80
836 861 -30
837 861 -92
837 862 -60
838 862 4
838 863 19
839 863 -98
839 864 -39
840 864 80
840 865 -95
841 865 -88
841 866 -36
842 866 1
842 867 -72
843 867 -75
843 868 -96
844 868 -48
844 869 97
845 869 -87
845 870 -78
846 870 -30
846 871 88
847 871 -87
847 872 -22
848 872 47
848 873 9
849 873 20
849 874 9
850 874 -63
850 875 68
851 875 80
851 876 -93
852 877 10
853 877 -14
853 878 -35
854 878 -5
854 879 76
855 879 -19
855 880 78
856 880 -61
856 881 -3
857 881 -18
857 882 -39
858 882 -59
858 883 38
859 883 -42
859 884 -69
860 884 -98
860 885 -68
861 885 -77
861 886 -31
862 886 -94
862 887 -12
863 887 -23
863 888 41
864 888 -52
864 889 -22
865 889 -84
865 890 37
866 890 -79
866 891 58
867 891 96
867 892 61
868 892 -69
868 893 -88
869 893 35
869 894 -86
870 894 -12
870 895 26
871 895 -13
871 896 -76
872 896 96
872 897 8
873 897 -23
873 898 49
874 898 -12
874 899 -30
875 899 5
875 900 73
876 900 22
876 901 -55
877 902 42
878 902 -97
878 903 6
879 903 -71
879 904 -3
880 904 -72
880 905 84
881 905 -2
881 906 -16
882 906 -13
882 907 -74
883 907 -94
883 908 -99
884 908 24
884 909 55
885 909 -2
885 910 3
886 910 -46
886 911 12
887 911 -76
887 912 -33
888 912 -17
888 913 -63
889 913 -27
889 914 61
890 914 100
890 915 99
891 915 45
891 916 -84
892 916 68
892 917 -89
893 917 -58
893 918 20
894 918 -2
894 919 -32
895 919 -82
895 920 -55
896 920 76
896 921 -42
897 921 -59
897 922 53
898 922 61
898 923 -89
899 923 -46
899 924 -94
900 924 40
900 925 -78
901 925 89
901 926 80
902 927 7
903 927 -18
903 928 -93
904 928 -24
904 929 64
905 929 -18
905 930 34
906 930 78
906 931 83
907 931 74
907 932 -79
908 932 8
908 933 -20
909 933 -71
909 934 7
910 934 -3
910 935 94
911 935 -43
911 936 71
912 936 68
912 937 88
913 937 -14
913 938 51
914 938 -89
914 939 -59
915 939 -26
915 940 46
916 940 -8
916 941 -98
917 941 96
917 942 29
918 942 -28
918 943 -6
919 943 76
919 944 3
920 944 -17
920 945 100
921 945 75
921 946 47
922 946 -2
922 947 86
923 947 -20
923 948 5
924 948 25
924 949 -43
925 949 -67
925 950 77
926 950 1
926 951 -65
927 952 -42
928 952 59
928 953 -44
929 953 84
929 954 -79
930 954 97
930 955 -78
931 955 -28
931 956 -20
932 956 48
932 957 -50
933 957 -2
933 958 -38
934 958 15
934 959 -59
935 959 71
935 960 95
936 960 -16
936 961 98
937 961 -31
937 962 -76
938 962 93
938 963 -7
939 963 97
939 964 73
940 964 -18
940 965 -19
941 965 -31
941 966 15
942 966 -31
942 967 38
943 967 -76
943 968 21
944 968 80
944 969 76
945 969 98
945 970 -62
946 970 44
946 971 -12
947 971 -41
947 972 32
948 972 -43
948 973 85
949 973 -81
949 974 49
950 974 -38
950 975 35
951 975 29
951 976 -57
952 977 96
953 977 74
953 978 -33
954 978 46
954 979 -92
955 979 -30
955 980 79
956 980 46
956 981 99
957 981 36
957 982 92
958 982 -35
958 983 52
959 983 31
959 984 -63
960 984 -58
960 985 72
961 985 -65
961 986 -3
962 986 -18
962 987 18
963 987 -22
963 988 -20
964 988 16
964 989 -14
965 989 -78
965 990 70
966 990 22
966 991 83
967 991 -58
967 992 96
968 992 -19
968 993 -65
969 993 -89
969 994 -18
970 994 -72
970 995 76
971 995 -15
971 996 -98
972 996 11
972 997 -93
973 997 -60
973 998 -63
974 998 67
974 999 72
975 999 -41
975 1000 -46
976 1000 17
976 1001 -53
977 1002 -21
978 1002 51
978 1003 -15
979 1003 -20
979 1004 5
980 1004 -65
980 1005 53
981 1005 -71
981 1006 -91
982 1006 -60
982 1007 -95
983 1007 -48
983 1008 -79
984 1008 -71
984 1009 -63
985 1009 -97
985 1010 -70
986 1010 10
986 1011 84
987 1011 88
987 1012 97
988 1012 -8
988 1013 69
989 1013 47
989 1014 64
990 1014 11
990 1015 -47
991 1015 -4
991 1016 21
992 1016 87
992 1017 -83
993 1017 68
993 1018 -39
994 1018 95
994 1019 82
995 1019 -21
995 1020 42
996 1020 77
996 1021 53
997 1021 3
997 1022 35
998 1022 80
998 1023 -18
999 1023 93
999 1024 -56
1000 1024 55
1000 1025 32
1001 1025 -11
1001 1026 -90
1002 1027 -63
1003 1027 -60
1003 1028 44
1004 1028 -99
1004 1029 -94
1005 1029 -35
1005 1030 -72
1006 1030 -57
1006 1031 1
1007 1031 59
1007 1032 31
1008 1032 52
1008 1033 21
1009 1033 -86
1009 1034 39
1010 1034 58
1010 1035 -81
1011 1035 64
1011 1036 76
1012 1036 -96
1012 1037 -98
1013 1037 -12
1013 1038 -21
1014 1038 -11
1014 1039 78
1015 1039 78
1015 1040 34
1016 1040 25
1016 1041 -56
1017 1041 -96
1017 1042 -3
1018 1042 66
1018 1043 -46
1019 1043 13
1019 1044 34
1020 1044 -41
1020 1045 21
1021 1045 70
1021 1046 59
1022 1046 82
1022 1047 55
1023 1047 6
1023 1048 -99
1024 1048 0
1024 1049 86
1025 1049 14
1025 1050 18
1026 1050 -26
1026 1051 53
1027 1052 27
1028 1052 -68
1028 1053 -12
1029 1053 -30
1029 1054 -71
1030 1054 -29
1030 1055 8
1031 1055 98
1031 1056 100
1032 1056 75
1032 1057 1
1033 1057 -42
1033 1058 1
1034 1058 -23
1034 1059 55
1035 1059 -43
1035 1060 -16
1036 1060 -16
1036 1061 -3
1037 1061 44
1037 1062 33
1038 1062 94
1038 1063 28
1039 1063 37
1039 1064 84
1040 1064 3
1040 1065 -64
1041 1065 21
1041 1066 24
1042 1066 10
1042 1067 -92
1043 1067 6
1043 1068 66
1044 1068 83
1044 1069 -54
1045 1069 -14
1045 1070 -37
1046 1070 38
1046 1071 12
1047 1071 62
1047 1072 -81
1048 1072 -73
1048 1073 59
1049 1073 81
1049 1074 91
1050 1074 -25
1050 1075 22
1051 1075 62
1051 1076 -93
1052 1077 -26
1053 1077 93
1053 1078 -80
1054 1078 -65
1054 1079 72
1055 1079 -84
1055 1080 1
1056 1080 70
1056 1081 -27
1057 1081 -52
1057 1082 24
1058 1082 37
1058 1083 82
1059 1083 -50
1059 1084 14
1060 1084 93
1060 1085 -29
1061 1085 -33
1061 1086 -94
1062 1086 -79
1062 1087 9
