5
2527 4952
265 290 -30
266 290 -37
266 291 14
267 291 79
267 292 -43
268 292 69
268 293 -5
269 293 -33
269 294 61
270 294 -32
270 295 73
271 295 -90
271 296 -84
272 296 88
272 297 -30
273 297 62
273 298 10
274 298 96
274 299 -6
275 299 -49
275 300 -89
276 300 -42
276 301 -83
277 302 94
278 302 -56
278 303 94
279 303 -91
279 304 20
280 304 87
280 305 6
281 305 -72
281 306 -85
282 306 17
282 307 -86
283 307 19
283 308 81
284 308 85
284 309 -13
285 309 92
285 310 99
286 310 8
286 311 -1
287 311 56
287 312 60
288 312 -44
288 313 -96
289 313 -51
289 314 -12
290 314 20
290 315 20
291 315 -17
291 316 -43
292 316 7
292 317 -50
293 317 56
293 318 -25
294 318 -76
294 319 26
295 319 16
295 320 -59
296 320 18
296 321 4
297 321 -71
297 322 -25
298 322 -31
298 323 66
299 323 -12
299 324 1
300 324 -73
300 325 -40
301 325 -13
301 326 77
302 327 15
303 327 42
303 328 -95
304 328 94
304 329 71
305 329 -70
305 330 -28
306 330 -71
306 331 79
307 331 -43
307 332 9
308 332 -41
308 333 -52
309 333 -42
309 334 39
310 334 38
310 335 -47
311 335 92
311 336 44
312 336 -77
312 337 -65
313 337 58
313 338 -10
314 338 10
314 339 18
315 339 -51
315 340 52
316 340 -84
316 341 -82
317 341 -97
317 342 -78
318 342 -65
318 343 15
319 343 83
319 344 -90
320 344 69
320 345 84
321 345 82
321 346 -72
322 346 26
322 347 -62
323 347 11
323 348 -89
324 348 -66
324 349 -100
325 349 -93
325 350 53
326 350 -23
326 351 84
327 352 -62
328 352 65
328 353 7
329 353 -38
329 354 -20
330 354 77
330 355 22
331 355 57
331 356 38
332 356 28
332 357 99
333 357 11
333 358 -84
334 358 -17
334 359 -38
335 359 -36
335 360 38
336 360 60
336 361 -69
337 361 11
337 362 65
338 362 60
338 363 76
339 363 60
339 364 -49
340 364 66
340 365 -14
341 365 0
341 366 94
342 366 14
342 367 66
343 367 13
343 368 -90
344 368 -54
344 369 28
345 369 18
345 370 61
346 370 -83
346 371 -48
347 371 92
347 372 -35
348 372 -63
348 373 40
349 373 -9
349 374 -27
350 374 46
350 375 17
351 375 40
351 376 -12
352 377 42
353 377 76
353 378 -87
354 378 6
354 379 -25
355 379 -91
355 380 24
356 380 64
356 381 36
357 381 -51
357 382 -82
358 382 -84
358 383 -91
359 383 -25
359 384 14
360 384 44
360 385 66
361 385 76
361 386 15
362 386 -28
362 387 96
363 387 92
363 388 19
364 388 11
364 389 -87
365 389 -42
365 390 -29
366 390 52
366 391 75
367 391 -62
367 392 -11
368 392 -96
368 393 -81
369 393 85
369 394 -91
370 394 17
370 395 9
371 395 -76
371 396 92
372 396 65
372 397 84
373 397 95
373 398 70
374 398 91
374 399 92
375 399 -75
375 400 61
376 400 -35
376 401 -1
377 402 42
378 402 22
378 403 -35
379 403 -43
379 404 5
380 404 61
380 405 47
381 405 -48
381 406 -11
382 406 -35
382 407 -24
383 407 -95
383 408 23
384 408 -93
384 409 23
385 409 76
385 410 -24
386 410 37
386 411 -88
387 411 -98
387 412 80
388 412 -60
388 413 -66
389 413 77
389 414 67
390 414 -22
390 415 -28
391 415 87
391 416 -71
392 416 78
392 417 -62
393 417 -84
393 418 93
394 418 24
394 419 30
395 419 52
395 420 -1
396 420 -82
396 421 -45
397 421 -12
397 422 -38
398 422 83
398 423 -16
399 423 44
399 424 91
400 424 -72
400 425 -31
401 425 60
401 426 -94
402 427 96
403 427 99
403 428 0
404 428 76
404 429 54
405 429 -7
405 430 14
406 430 -73
406 431 -9
407 431 -98
407 432 80
408 432 69
408 433 1
409 433 47
409 434 -27
410 434 55
410 435 -3
411 435 25
411 436 -21
412 436 75
412 437 -38
413 437 -90
413 438 48
414 438 -14
414 439 -94
415 439 65
415 440 39
416 440 100
416 441 29
417 441 -36
417 442 37
418 442 -97
418 443 57
419 443 -6
419 444 -97
420 444 54
420 445 88
421 445 -18
421 446 14
422 446 -15
422 447 80
423 447 -87
423 448 -65
424 448 -34
424 449 6
425 449 -11
425 450 92
426 450 59
426 451 -70
427 452 -26
428 452 16
428 453 -94
429 453 94
429 454 24
430 454 -80
430 455 64
431 455 -68
431 456 18
432 456 -79
432 457 98
433 457 -65
433 458 79
434 458 -49
434 459 -90
435 459 67
435 460 4
436 460 -73
436 461 8
437 461 -64
437 462 53
438 462 22
438 463 69
439 463 -50
439 464 -73
440 464 28
440 465 -95
441 465 21
441 466 32
442 466 88
442 467 37
443 467 -49
443 468 -9
444 468 11
444 469 -82
445 469 -86
445 470 -57
446 470 -25
446 471 29
447 471 -10
447 472 -40
448 472 -61
448 473 -91
449 473 3
449 474 -16
450 474 76
450 475 -85
451 475 17
451 476 -33
452 477 80
453 477 -21
453 478 -90
454 478 -3
454 479 -59
455 479 63
455 480 -9
456 480 -1
456 481 -90
457 481 79
457 482 -72
458 482 95
458 483 -5
459 483 -28
459 484 52
460 484 82
460 485 27
461 485 -9
461 486 53
462 486 -39
462 487 -18
463 487 91
463 488 67
464 488 -36
464 489 15
465 489 71
465 490 56
466 490 75
466 491 -44
467 491 -59
467 492 47
468 492 8
468 493 -89
469 493 -27
469 494 -59
470 494 39
470 495 -40
471 495 32
471 496 94
472 496 10
472 497 -11
473 497 51
473 498 -25
474 498 -95
474 499 38
475 499 -95
475 500 91
476 500 25
476 501 -24
477 502 18
478 502 76
478 503 13
479 503 79
479 504 -93
480 504 -77
480 505 -45
481 505 -12
481 506 -33
482 506 -95
482 507 -84
483 507 -51
483 508 -32
484 508 -86
484 509 31
485 509 98
485 510 -68
486 510 -63
486 511 -12
487 511 4
487 512 -76
488 512 76
488 513 57
489 513 9
489 514 39
490 514 -80
490 515 92
491 515 -1
491 516 90
492 516 -9
492 517 -88
493 517 -68
493 518 85
494 518 10
494 519 -28
495 519 62
495 520 21
496 520 53
496 521 57
497 521 68
497 522 -19
498 522 -46
498 523 62
499 523 80
499 524 -25
500 524 0
500 525 -80
501 525 -14
501 526 -88
502 527 58
503 527 88
503 528 40
504 528 -5
504 529 -87
505 529 -64
505 530 -3
506 530 -27
506 531 34
507 531 42
507 532 3
508 532 -16
508 533 76
509 533 21
509 534 -93
510 534 90
510 535 -48
511 535 -3
511 536 67
512 536 42
512 537 40
513 537 33
513 538 -21
514 538 -43
514 539 -43
515 539 -90
515 540 -80
516 540 -5
516 541 -70
517 541 12
517 542 -38
518 542 64
518 543 85
519 543 -50
519 544 54
520 544 66
520 545 -66
521 545 85
521 546 45
522 546 41
522 547 -74
523 547 6
523 548 0
524 548 95
524 549 42
525 549 -23
525 550 -37
526 550 -39
526 551 -87
527 552 2
528 552 74
528 553 91
529 553 19
529 554 -26
530 554 35
530 555 -37
531 555 -100
531 556 -44
532 556 52
532 557 25
533 557 40
533 558 -91
534 558 1
534 559 -99
535 559 35
535 560 33
536 560 -42
536 561 -76
537 561 69
537 562 -32
538 562 -61
538 563 -60
539 563 39
539 564 72
540 564 96
540 565 67
541 565 -80
541 566 -17
542 566 36
542 567 -50
543 567 76
543 568 7
544 568 96
544 569 -67
545 569 90
545 570 100
546 570 -56
546 571 67
547 571 76
547 572 7
548 572 -23
548 573 -59
549 573 -77
549 574 -99
550 574 -91
550 575 98
551 575 -57
551 576 35
552 577 16
553 577 -95
553 578 -3
554 578 12
554 579 -67
555 579 52
555 580 59
556 580 -77
556 581 33
557 581 -82
557 582 -11
558 582 -21
558 583 -73
559 583 -75
559 584 4
560 584 51
560 585 -89
561 585 -51
561 586 -56
562 586 97
562 587 -90
563 587 53
563 588 23
564 588 79
564 589 -90
565 589 -20
565 590 64
566 590 -3
566 591 10
567 591 -9
567 592 76
568 592 -50
568 593 -66
569 593 72
569 594 89
570 594 -48
570 595 89
571 595 40
571 596 -88
572 596 -21
572 597 -63
573 597 15
573 598 -14
574 598 -11
574 599 32
575 599 70
575 600 63
576 600 31
576 601 -8
577 602 -28
578 602 5
578 603 83
579 603 74
579 604 -58
580 604 -39
580 605 96
581 605 -39
581 606 51
582 606 70
582 607 12
583 607 5
583 608 52
584 608 -33
584 609 -3
585 609 -22
585 610 -97
586 610 40
586 611 -26
587 611 -72
587 612 -95
588 612 -14
588 613 13
589 613 66
589 614 -63
590 614 16
590 615 49
591 615 -16
591 616 -46
592 616 -32
592 617 -22
593 617 -34
593 618 39
594 618 8
594 619 11
595 619 -72
595 620 -95
596 620 -36
596 621 -8
597 621 -25
597 622 -12
598 622 -98
598 623 -95
599 623 -24
599 624 -44
600 624 86
600 625 13
601 625 93
601 626 -56
602 627 -24
603 627 -7
603 628 -58
604 628 -28
604 629 30
605 629 -2
605 630 37
606 630 8
606 631 11
607 631 -31
607 632 40
608 632 23
608 633 46
609 633 -2
609 634 49
610 634 -9
610 635 -39
611 635 -39
611 636 -30
612 636 -94
612 637 30
613 637 4
613 638 71
614 638 71
614 639 54
615 639 70
615 640 15
616 640 -80
616 641 -66
617 641 -34
617 642 63
618 642 -98
618 643 -57
619 643 39
619 644 -8
620 644 -58
620 645 -56
621 645 69
621 646 13
622 646 -100
622 647 30
623 647 49
623 648 67
624 648 46
624 649 -19
625 649 -66
625 650 -38
626 650 38
626 651 -34
627 652 -11
628 652 -49
628 653 -50
629 653 -44
629 654 -58
630 654 46
630 655 28
631 655 54
631 656 24
632 656 13
632 657 77
633 657 40
633 658 64
634 658 -77
634 659 52
635 659 -51
635 660 64
636 660 74
636 661 99
637 661 59
637 662 17
638 662 0
638 663 -100
639 663 -41
639 664 -53
640 664 23
640 665 -33
641 665 -39
641 666 -5
642 666 72
642 667 -17
643 667 88
643 668 61
644 668 -85
644 669 -79
645 669 -68
645 670 12
646 670 69
646 671 -90
647 671 1
647 672 -84
648 672 -97
648 673 20
649 673 30
649 674 -3
650 674 -99
650 675 -42
651 675 -98
651 676 -38
652 677 -48
653 677 39
653 678 33
654 678 59
654 679 29
655 679 -95
655 680 -35
656 680 30
656 681 74
657 681 -80
657 682 85
658 682 64
658 683 46
659 683 -98
659 684 33
660 684 78
660 685 -36
661 685 98
661 686 89
662 686 -27
662 687 63
663 687 48
663 688 -6
664 688 -27
664 689 -7
665 689 26
665 690 52
666 690 -82
666 691 -2
667 691 13
667 692 21
668 692 92
668 693 54
669 693 43
669 694 79
670 694 29
670 695 -54
671 695 98
671 696 -90
672 696 34
672 697 -92
673 697 -69
673 698 -37
674 698 61
674 699 65
675 699 -58
675 700 -63
676 700 41
676 701 -50
677 702 78
678 702 31
678 703 61
679 703 83
679 704 58
680 704 -96
680 705 54
681 705 -67
681 706 -94
682 706 8
682 707 -91
683 707 14
683 708 -98
684 708 100
684 709 -54
685 709 -83
685 710 44
686 710 62
686 711 0
687 711 92
687 712 -55
688 712 -82
688 713 -67
689 713 -56
689 714 -35
690 714 3
690 715 -8
691 715 39
691 716 -55
692 716 -59
692 717 -21
693 717 -70
693 718 89
694 718 37
694 719 32
695 719 45
695 720 -71
696 720 -93
696 721 78
697 721 -6
697 722 -77
698 722 49
698 723 -89
699 723 -93
699 724 -13
700 724 -87
700 725 -34
701 725 -70
701 726 74
702 727 -39
703 727 9
703 728 13
704 728 -98
704 729 -63
705 729 78
705 730 -85
706 730 -61
706 731 -18
707 731 76
707 732 -31
708 732 80
708 733 -47
709 733 -25
709 734 -86
710 734 -43
710 735 9
711 735 22
711 736 -15
712 736 37
712 737 -25
713 737 -20
713 738 9
714 738 2
714 739 -9
715 739 -36
715 740 89
716 740 46
716 741 98
717 741 -24
717 742 4
718 742 31
718 743 -29
719 743 41
719 744 -85
720 744 9
720 745 -16
721 745 -86
721 746 6
722 746 98
722 747 -9
723 747 92
723 748 17
724 748 3
724 749 -25
725 749 -44
725 750 89
726 750 -71
726 751 -41
727 752 -3
728 752 -88
728 753 67
729 753 -3
729 754 82
730 754 42
730 755 -14
731 755 68
731 756 52
732 756 -88
732 757 34
733 757 8
733 758 44
734 758 -21
734 759 -61
735 759 -62
735 760 47
736 760 -16
736 761 48
737 761 14
737 762 -60
738 762 95
738 763 74
739 763 -34
739 764 74
740 764 97
740 765 -27
741 765 -65
741 766 58
742 766 34
742 767 76
743 767 -74
743 768 66
744 768 72
744 769 84
745 769 -57
745 770 -30
746 770 -61
746 771 30
747 771 58
747 772 98
748 772 -18
748 773 36
749 773 18
749 774 34
750 774 8
750 775 56
751 775 88
751 776 -90
752 777 -77
753 777 -22
753 778 -92
754 778 66
754 779 60
755 779 -67
755 780 63
756 780 -80
756 781 -73
757 781 -100
757 782 77
758 782 91
758 783 -12
759 783 -46
759 784 4
760 784 40
760 785 -72
761 785 99
761 786 -1
762 786 84
762 787 -34
763 787 -92
763 788 10
764 788 59
764 789 -96
765 789 -22
765 790 -83
766 790 -52
766 791 -19
767 791 10
767 792 -70
768 792 72
768 793 -49
769 793 51
769 794 -98
770 794 -43
770 795 33
771 795 -77
771 796 64
772 796 84
772 797 66
773 797 62
773 798 -98
774 798 40
774 799 34
775 799 -87
775 800 -91
776 800 -62
776 801 1
777 802 -35
778 802 29
778 803 -62
779 803 -99
779 804 -67
780 804 -79
780 805 -80
781 805 31
781 806 75
782 806 -43
782 807 41
783 807 -22
783 808 -57
784 808 -47
784 809 70
785 809 -91
785 810 -38
786 810 -4
786 811 65
787 811 -70
787 812 -64
788 812 73
788 813 19
789 813 -42
789 814 31
790 814 -17
790 815 -44
791 815 31
791 816 57
792 816 29
792 817 52
793 817 12
793 818 94
794 818 -30
794 819 -16
795 819 -67
795 820 10
796 820 23
796 821 -21
797 821 94
797 822 93
798 822 -60
798 823 -88
799 823 39
799 824 78
800 824 91
800 825 100
801 825 12
801 826 43
802 827 -35
803 827 12
803 828 77
804 828 -18
804 829 -96
805 829 94
805 830 86
806 830 23
806 831 -69
807 831 64
807 832 -18
808 832 -78
808 833 -26
809 833 39
809 834 32
810 834 44
810 835 28
811 835 15
811 836 0
812 836 -79
812 837 -98
813 837 -45
813 838 -64
814 838 -33
814 839 -95
815 839 17
815 840 17
816 840 17
816 841 -52
817 841 -95
817 842 55
818 842 -51
818 843 53
819 843 -98
819 844 78
820 844 29
820 845 -11
821 845 -53
821 846 -41
822 846 -53
822 847 39
823 847 40
823 848 -78
824 848 -92
824 849 -32
825 849 97
825 850 4
826 850 82
826 851 68
827 852 31
828 852 -33
828 853 14
829 853 2
829 854 -48
830 854 53
830 855 24
831 855 -79
831 856 -73
832 856 6
832 857 15
833 857 -51
833 858 -91
834 858 -12
834 859 39
835 859 -22
835 860 52
836 860 26
836 861 -1
837 861 -14
837 862 -36
838 862 60
838 863 39
839 863 73
839 864 31
840 864 -39
840 865 -78
841 865 79
841 866 -77
842 866 -76
842 867 3
843 867 95
843 868 -12
844 868 -89
844 869 -40
845 869 -72
845 870 19
846 870 56
846 871 71
847 871 -55
847 872 26
848 872 -43
848 873 -28
849 873 -67
849 874 -27
850 874 2
850 875 1
851 875 -76
851 876 -5
852 877 -42
853 877 -1
853 878 3
854 878 18
854 879 -89
855 879 -70
855 880 -14
856 880 44
856 881 -20
857 881 -21
857 882 -82
858 882 63
858 883 46
859 883 43
859 884 -95
860 884 -99
860 885 75
861 885 -45
861 886 -7
862 886 92
862 887 52
863 887 67
863 888 -12
864 888 -39
864 889 14
865 889 -21
865 890 99
866 890 -59
866 891 41
867 891 17
867 892 90
868 892 -53
868 893 0
869 893 -39
869 894 78
870 894 0
870 895 -65
871 895 11
871 896 -53
872 896 54
872 897 7
873 897 -17
873 898 -61
874 898 -71
874 899 12
875 899 69
875 900 37
876 900 -84
876 901 19
877 902 50
878 902 68
878 903 11
879 903 87
879 904 -15
880 904 21
880 905 30
881 905 -45
881 906 83
882 906 -6
882 907 87
883 907 -74
883 908 61
884 908 -56
884 909 85
885 909 37
885 910 -80
886 910 -90
886 911 -56
887 911 -82
887 912 -7
888 912 45
888 913 66
889 913 -26
889 914 -2
890 914 -59
890 915 -68
891 915 19
891 916 -92
892 916 -84
892 917 -62
893 917 -36
893 918 96
894 918 32
894 919 -39
895 919 56
895 920 -13
896 920 -81
896 921 36
897 921 32
897 922 -41
898 922 -42
898 923 -92
899 923 -71
899 924 -83
900 924 -96
900 925 -74
901 925 40
901 926 50
902 927 -99
903 927 63
903 928 77
904 928 -33
904 929 50
905 929 34
905 930 32
906 930 42
906 931 -4
907 931 24
907 932 58
908 932 -58
908 933 -14
909 933 96
909 934 14
910 934 36
910 935 -98
911 935 -36
911 936 -28
912 936 63
912 937 -100
913 937 -37
913 938 -22
914 938 2
914 939 -32
915 939 62
915 940 33
916 940 49
916 941 -54
917 941 94
917 942 -17
918 942 -62
918 943 -39
919 943 4
919 944 -96
920 944 -10
920 945 39
921 945 -89
921 946 -48
922 946 -81
922 947 -99
923 947 -21
923 948 48
924 948 36
924 949 -20
925 949 22
925 950 -99
926 950 -66
926 951 38
927 952 -38
928 952 -60
928 953 -89
929 953 84
929 954 -53
930 954 61
930 955 44
931 955 32
931 956 13
932 956 15
932 957 -37
933 957 36
933 958 37
934 958 79
934 959 -33
935 959 -65
935 960 -16
936 960 81
936 961 17
937 961 44
937 962 52
938 962 -80
938 963 -69
939 963 37
939 964 -81
940 964 97
940 965 -74
941 965 1
941 966 -25
942 966 -80
942 967 79
943 967 86
943 968 50
944 968 -62
944 969 -47
945 969 6
945 970 -77
946 970 -20
946 971 -61
947 971 -52
947 972 -34
948 972 83
948 973 -53
949 973 -52
949 974 45
950 974 86
950 975 -73
951 975 53
951 976 23
952 977 28
953 977 -10
953 978 64
954 978 69
954 979 -23
955 979 -59
955 980 48
956 980 -27
956 981 5
957 981 -82
957 982 -12
958 982 -81
958 983 -73
959 983 60
959 984 67
960 984 50
960 985 2
961 985 90
961 986 38
962 986 -69
962 987 41
963 987 -43
963 988 -47
964 988 29
964 989 -15
965 989 -38
965 990 -35
966 990 -95
966 991 -3
967 991 81
967 992 -65
968 992 -23
968 993 77
969 993 -25
969 994 -7
970 994 92
970 995 -45
971 995 -13
971 996 -93
972 996 -59
972 997 66
973 997 -37
973 998 -97
974 998 -48
974 999 -78
975 999 31
975 1000 -93
976 1000 -92
976 1001 -78
977 1002 72
978 1002 -67
978 1003 -33
979 1003 90
979 1004 -61
980 1004 15
980 1005 6
981 1005 25
981 1006 99
982 1006 53
982 1007 -32
983 1007 -67
983 1008 -45
984 1008 -8
984 1009 33
985 1009 -73
985 1010 18
986 1010 -75
986 1011 -11
987 1011 -59
987 1012 -36
988 1012 74
988 1013 7
989 1013 59
989 1014 60
990 1014 -26
990 1015 98
991 1015 -58
991 1016 37
992 1016 -84
992 1017 -72
993 1017 29
993 1018 -82
994 1018 -45
994 1019 84
995 1019 98
995 1020 -18
996 1020 -76
996 1021 -75
997 1021 -51
997 1022 94
998 1022 43
998 1023 43
999 1023 -80
999 1024 -5
1000 1024 21
1000 1025 -16
1001 1025 41
1001 1026 40
1002 1027 17
1003 1027 -85
1003 1028 -58
1004 1028 -84
1004 1029 58
1005 1029 85
1005 1030 -34
1006 1030 7
1006 1031 -63
1007 1031 94
1007 1032 -2
1008 1032 -25
1008 1033 47
1009 1033 84
1009 1034 91
1010 1034 66
1010 1035 4
1011 1035 -70
1011 1036 -77
1012 1036 -19
1012 1037 47
1013 1037 25
1013 1038 -97
1014 1038 68
1014 1039 97
1015 1039 -59
1015 1040 -39
1016 1040 57
1016 1041 -7
1017 1041 -54
1017 1042 -66
1018 1042 -3
1018 1043 -11
1019 1043 -50
1019 1044 27
1020 1044 77
1020 1045 79
1021 1045 54
1021 1046 -31
1022 1046 45
1022 1047 94
1023 1047 -59
1023 1048 -74
1024 1048 -73
1024 1049 -33
1025 1049 -13
1025 1050 1
1026 1050 21
1026 1051 98
1027 1052 -94
1028 1052 -36
1028 1053 50
1029 1053 -96
1029 1054 73
1030 1054 -76
1030 1055 -85
1031 1055 12
1031 1056 -33
1032 1056 -47
1032 1057 -65
1033 1057 75
1033 1058 51
1034 1058 -19
1034 1059 -21
1035 1059 -42
1035 1060 -8
1036 1060 -82
1036 1061 60
1037 1061 -35
1037 1062 -88
1038 1062 63
1038 1063 -38
1039 1063 -39
1039 1064 35
1040 1064 93
1040 1065 6
1041 1065 53
1041 1066 -46
1042 1066 25
1042 1067 -71
1043 1067 -30
1043 1068 -90
1044 1068 89
1044 1069 49
1045 1069 76
1045 1070 -92
1046 1070 -27
1046 1071 -76
1047 1071 31
1047 1072 26
1048 1072 -22
1048 1073 -24
1049 1073 6
1049 1074 45
1050 1074 -85
1050 1075 94
1051 1075 36
1051 1076 -7
1052 1077 4
1053 1077 -39
1053 1078 46
1054 1078 50
1054 1079 -45
1055 1079 82
1055 1080 -99
1056 1080 -7
1056 1081 -63
1057 1081 -73
1057 1082 69
1058 1082 -81
1058 1083 -97
1059 1083 88
1059 1084 2
1060 1084 0
1060 1085 -22
1061 1085 89
1061 1086 16
1062 1086 29
1062 1087 -84
