40606 40438
44643 -36734 81802
38757 65892 -43965
61998 -58124 -89590
72639 65438 -13536
79434 80253 -31175
13797 35587 -99419
45893 -51237 8452
55657 28414 -60054
33284 -96317 2538
41645 37494 -43030
11509 -89289 -1785
32574 -45368 13236
22660 -35643 32033
7645 -70823 95457
14544 22874 -11670
9324 -3279 89423
26832 -77402 -25601
11316 44146 -97081
16907 86446 66066
65729 -93940 92228
73247 95078 -97017
76870 -62392 89936
47212 78794 85282
56341 -56414 -18995
16497 -32025 1087
6892 -35609 95878
43219 -69488 -25601
55673 40445 88600
321 -46925 66713
18806 -97641 -71003
11317 2815 -21337
80043 -31677 -9333
10487 32233 -40317
34591 2596 82245
34565 38674 61002
70338 -43912 -29413
39329 -15946 17709
62056 34943 81307
39239 -48877 73675
57885 96460 -3536
14944 27391 27890
21571 29054 -16514
41775 -57814 -82861
45324 34167 -32239
16085 81386 -53361
75461 27845 -31075
74355 -55304 -83198
52774 -83458 90134
26831 89842 95811
32865 -21802 -32605
62617 -14881 -94831
42896 51580 95104
40664 -47372 35791
32053 -51846 -62112
67039 71685 -33275
1158 97949 2753
48618 -17391 -18035
61873 -32095 -74681
61000 69760 12731
58420 22570 -31153
188 60593 -17955
10980 -53287 -53729
54321 20717 45120
17784 -26465 84874
21207 99376 -22311
69202 2590 -76324
80172 -67095 82161
11226 79883 90974
53187 12134 70717
37260 19213 -63817
45395 59284 66480
66479 65417 -8733
62200 30936 644
47072 -3311 -88363
25326 47409 41756
13022 99664 98004
34590 73052 36827
55177 -45233 -54922
67515 -2555 -48960
72641 -89533 90463
75751 -26829 -98343
77889 34798 -288
60912 -85681 47385
28131 72964 -56152
56400 44032 30806
8872 -33225 5991
29838 -70482 25094
15625 -30633 -17028
3736 -69608 66795
64539 12229 -12849
4285 -71790 68435
63094 -40636 -27712
57284 93925 75716
57274 -16719 3802
2987 -52878 57689
71997 -75865 -4665
16004 38369 -29959
27427 -93966 -50208
47993 -86246 -48404
72920 -2079 25177
54409 3857 -60474
68959 -15097 -9836
22165 -99887 -16575
5831 -52266 76974
57064 -72491 -16355
53411 -14316 -85259
22273 91887 90687
42022 -44123 -39677
34810 -71886 -93063
25273 20644 -22177
61154 -65829 52742
61517 -5724 -90809
3410 55678 37338
9453 92395 -41391
23865 -26608 74216
32738 -8059 -32887
55771 -22418 23139
31288 -26517 42994
38392 72503 29865
21813 -14788 81623
55984 84941 28106
75770 -54173 6536
69583 -71124 37460
31661 75596 -92902
28602 33820 39727
8758 68033 -56620
66537 44189 66724
41123 -3666 -81622
7704 -8511 -64163
21791 -80622 -41085
58930 86538 69795
35553 -5714 60316
60185 -41381 81575
35664 -1116 52644
1597 22268 -71604
12849 93115 22603
18514 95813 16744
77637 78871 41310
59566 -92266 44869
27983 46246 30565
13403 97496 3364
41499 68451 -12170
30805 4297 -97019
4909 -57773 -90138
75356 -65847 -90877
32612 -26726 -56958
73692 -49126 -64811
49777 47354 -686
57145 4438 -76760
42060 28853 -34153
57309 -59373 -46710
37566 37688 8906
70688 -7033 -85152
53982 -38816 62760
34091 24803 16616
37893 -12033 77265
25257 45715 98617
16966 -45708 1313
57212 -41999 -49136
8746 -83118 -74573
16810 34377 83120
40541 99879 83578
51811 -95685 7112
64611 -80358 -95065
34723 -30991 -23986
39825 88782 19843
76554 15942 -17698
22604 -4642 -59025
60457 2063 89455
51433 -330 -76165
47048 -44383 -69807
61903 77577 14145
14980 28783 -98535
52458 -43837 77335
53392 -45845 56300
9454 49537 84212
64321 -32819 -12584
75209 -61570 29382
10436 -89710 -44840
38307 80215 -19041
60343 -33445 28114
52360 5605 -4697
51272 -22468 85934
27635 -67212 -54716
29080 5502 -48711
10455 78983 2242
17315 61800 35655
78064 -9740 -47576
64469 24533 -2903
39209 13929 3985
5694 36982 -85815
56056 54092 -8797
70960 94094 30508
53402 -17012 -5221
48229 -14062 -1031
66369 19256 -75828
64353 70316 -88504
74683 -24280 -77909
53382 -87099 -46081
27789 95923 548
77992 -8450 73565
25794 99597 -31529
80219 24651 65926
56372 97592 -88269
21080 -2623 -99584
46810 32539 91448
37826 23743 -12356
72230 64995 61727
65871 -72544 -11166
6167 -84726 57079
75433 99991 76746
27140 -45773 -13006
30777 67055 48207
55273 82153 -41114
37674 -56616 -45810
25414 -40305 -77944
4876 68747 87765
63948 43155 -39374
6219 -6938 -99571
65488 73301 -13949
15319 76960 57772
59653 -12388 -80198
73972 -97339 69745
13247 44432 10204
69083 -83895 -32142
52509 -74690 4260
49684 -74157 84133
27365 14651 3302
11875 53885 -26003
51461 -55138 -79592
21472 -4973 18223
36329 8383 -55788
45850 89360 -57909
16840 -83470 75240
49264 52041 57070
52590 -91042 -93602
42313 -83797 98269
3008 13581 -55523
11503 30530 -96778
63454 89666 82081
67279 -65354 -96544
577 -47325 -81597
63012 -15059 34717
2900 4610 -51663
65989 60377 65106
10301 -7427 -81634
44907 87389 42547
39363 -78036 10004
45068 -34061 -35541
47368 76730 44752
69374 -17412 -14424
1988 -38491 -6414
80458 -54652 2847
77669 23637 -31870
30550 -74013 73642
27311 -91707 -28038
28082 17901 87223
21564 -85153 97986
38091 32678 -32133
30350 -72449 -11845
39679 83341 -74911
35321 33193 40274
29759 23444 46676
3634 -90285 66434
75073 -94467 -98230
9195 14089 11143
77476 47138 30896
71335 -90606 -8237
62881 10551 98910
12011 32188 39652
14746 43794 -89870
73052 -57034 -11880
56722 8568 709
46890 59739 39752
17561 -89275 -67101
21807 66392 91974
10151 53175 23053
20062 92647 -1571
36061 24443 93419
74920 -96262 -46519
48586 -45558 82948
32730 36142 -91464
39204 60754 51902
29324 -96732 69898
21211 -70911 -66771
54870 -88771 -2316
17057 414 15365
21552 -49516 -74522
48625 66407 21907
64871 89172 38837
46139 -17237 -83295
67426 88255 -77041
69819 70246 -58921
32539 22074 -46737
19443 -24376 41576
62606 -35631 18743
75609 -96678 -94921
76160 -37713 -85020
10089 26034 -71374
65522 -58806 87603
71897 96441 30204
68294 -22909 17641
12897 -43353 -52377
13603 -15312 41925
31210 -18220 61660
49606 -26227 38781
30924 62946 -96631
43995 -57539 -15254
684 81452 30876
3309 -11090 -11762
6092 -49406 82015
32889 7860 -91224
30156 2923 81779
23462 -27621 -92238
52028 -16172 47631
41197 18607 72830
47006 -44032 -14398
63205 97266 -51703
73478 93402 -26197
64174 -31369 -18610
2030 -88784 -14985
26952 6584 -26580
37879 74963 -42395
64592 -34032 97643
21337 70506 69546
25721 98537 -73946
51118 -84402 88381
37198 -52335 64391
58951 14903 -25006
73053 -7585 -50030
69469 -55342 45810
17613 -87754 36613
79752 -33971 93547
66364 -14578 -43647
75716 64934 56561
2670 50646 26783
43818 32537 -694
48199 97744 96381
10218 -54471 69353
55438 12530 -65807
72959 -70587 -79729
63469 -63120 -61454
31092 -68961 -2228
61840 -78008 -14859
79521 -16083 78553
28844 99559 10963
66398 95214 -53072
62796 77089 -52737
54116 6674 65416
18460 -70806 -22777
12411 -43767 -6143
18888 12734 -96652
12654 28241 54393
71340 84184 -18512
22556 10030 -33108
9221 11111 67156
66586 55554 -94246
11834 -90540 -52379
67676 2988 -10270
47852 89703 72303
7316 -46353 -55242
32345 86836 81114
58808 -98045 -91370
50833 13777 69510
53974 -13134 23277
77251 -59321 -46219
22020 -22518 -8667
27209 -84708 -11162
51976 -57586 -72817
13106 15721 67794
13884 87766 33488
67546 95263 -86676
58061 -2477 77026
62317 -24952 56779
18712 -4688 61692
3857 3496 -16826
16567 56745 -25931
4473 96738 94029
61470 86531 -21224
66631 33677 -15067
73493 27287 -23642
44904 24854 45220
48938 -1081 81521
35499 89151 -13326
62683 -10219 -27584
36585 21772 -81148
48864 -35676 -61469
29624 -16789 -89378
6624 65332 -83226
1633 -65767 53154
37982 -20146 -25960
69867 -8516 97865
40629 -15007 30846
59564 64010 8580
5922 -85312 -43520
55377 60708 82668
46496 99620 -35433
47641 -4721 -22815
27241 8662 -22928
5770 35349 -75376
44277 55384 -3762
70942 28054 17164
25421 54055 47642
23849 -70147 -60912
35819 -45910 26414
25564 76362 688
68564 -40401 -70913
46211 70826 91291
72783 74416 -60234
53432 8260 -31514
11759 -61901 -78762
41540 -22488 -40502
66913 17747 -71579
47882 -87787 -9526
6494 33924 36924
15548 43934 -22949
13877 81467 -49892
48533 10917 -33001
64369 -69693 11056
68895 -77295 71151
73360 -49545 79278
33730 1515 59149
33125 -77279 -54568
59252 -49921 43695
59246 43744 4416
22178 89574 84083
12118 31242 42188
76467 -47497 42684
19718 -81736 -88664
40141 -35749 62825
70554 -2023 54799
44351 36842 -9884
5760 -41296 -14359
65975 20035 -1951
20803 -71196 -40531
25355 -63024 13849
42365 -58721 -13740
50929 92848 -58312
56108 20927 28237
79314 -48946 79221
16624 -18859 64927
36502 85609 -47045
30439 -79302 13740
25288 -64856 -34889
13872 -62842 -49393
5212 2738 -7420
70275 -47252 -76633
2428 47291 18841
14309 14139 -60913
61436 -64837 32634
74689 -26453 -73252
38985 9108 12639
50537 -21004 46383
65053 57012 -14163
20737 -82398 71126
68241 44443 -24864
31229 80231 49267
41412 62955 94447
2171 -17185 -3616
33393 -24889 -92879
76429 -24008 -84585
67620 44308 -28064
52436 -22295 -1106
33085 -77984 80788
65223 -4350 -84719
43939 74178 -16116
58939 88168 83257
59224 -18488 -7047
13810 -62502 -40933
76368 293 -29074
4146 97096 -72643
9432 46499 4921
15463 -14365 -41633
56327 87911 -66422
67916 27228 62310
42172 81944 -55503
17186 53631 -6472
45407 -86315 17913
74177 -83950 -28170
62977 -11680 52193
54649 49459 8951
58360 -63628 16113
10269 -287 68374
1856 54030 87299
13557 -5591 75670
21831 64917 -4395
73035 15204 83502
149 92411 -71866
47405 82717 -64379
32050 -80949 -62858
57872 -76750 -29290
42438 -31550 -16395
26568 14076 47634
73322 1135 62753
40578 17703 35653
65785 -29113 -55090
55970 -24370 -18377
16156 15454 58565
25374 82629 -5953
25624 -43155 -32140
12696 64865 60460
39992 -57097 -12298
72511 62877 25607
65340 -50264 40467
13689 33288 -46556
31437 -57486 -81606
50816 35636 58060
58367 87697 -19310
68666 -81764 67046
9147 -84170 -76350
77758 75114 -17867
22012 71872 -1041
26855 -5768 -80729
22320 84773 -86418
52597 70650 -48084
55197 -853 -19502
80205 10151 -35694
53348 -48664 72092
37958 -48263 -88957
22479 -89374 66506
78984 64951 -10776
11086 -652 -60047
50776 -99717 -47909
39233 32364 85447
71394 63984 924
65767 -33817 -85232
42803 26314 30130
23252 51686 -54844
51301 -26201 81230
80592 -21552 -38396
30333 128 19405
66680 -98446 -44355
54027 -51227 -53904
18962 -95661 -43345
29436 -92164 59157
45560 -32476 31989
59228 550 82900
49951 -22155 -35999
55649 43853 -97342
22889 3082 24729
45461 29898 21855
35266 -3658 -55723
9957 -82759 72780
1512 -73376 -13910
70828 82330 75862
43190 47259 -43037
75417 -38128 82544
32719 47978 87127
42414 -89836 -58586
49381 39172 -40662
37113 66185 23096
5328 -23901 80275
50555 -32770 -23836
1247 39789 -20271
12417 17026 70399
63683 -58414 -92794
77274 -38843 45622
57436 39716 83703
76326 78770 -54541
40480 602 -89979
71361 25768 -26896
49553 18125 95171
30642 32762 -11568
76541 -74984 -45754
79244 16958 88344
72405 -44685 -28058
68016 76894 -91429
58743 25808 64953
34595 63110 -58993
16075 34007 44786
12828 65502 1699
68106 64105 -99602
59682 20937 -63070
21163 19759 -5416
14587 56427 -39878
74164 -7985 -43239
76225 -85114 78282
37788 10625 -89475
21260 56477 58087
17670 69550 -94924
70116 11750 -66284
73013 18486 -60670
70869 10141 1491
74484 -61771 -96709
34762 -96870 91757
63982 3671 -26024
58176 43152 -52247
40948 92637 48472
431 -67086 56803
66898 57540 -14862
33374 70993 -52679
60783 -1960 -63380
43330 17145 -1721
30916 -24093 10947
75191 -34356 2025
62818 36403 -12699
78690 -39341 -33855
68473 -63649 47732
62016 26834 29781
16091 44276 15990
29304 23278 17945
19676 -43409 98801
60076 -71282 -62507
19353 89702 -12152
56458 -88692 -94672
790 -2503 89922
5089 14839 83709
72013 -91570 16743
23533 8720 18481
77752 -97611 -49555
2563 79252 4876
16670 82818 28361
57734 -84532 -49380
78498 -78413 66038
39959 -1573 -49929
55872 -6216 -17294
40273 66806 -36142
18512 -28300 65139
47275 -56603 11762
80522 55171 -4570
69533 61350 -80544
49987 -54847 51719
40049 37526 55415
984 -56689 36676
64666 11487 53719
70353 31351 -21521
44584 -90172 -29753
58472 -79396 -56690
50694 -69793 98321
63179 28416 28199
32119 -20269 -88819
3440 -92804 -52588
21888 -42008 17992
52959 85319 -24857
51476 7936 1534
64947 -2134 -70914
21878 1302 91840
23559 31227 -60134
243 -47966 10130
46788 5796 -36613
54617 -45634 89328
75834 98144 44770
54143 21066 22333
47025 17370 21474
35898 -88932 56002
55912 -49930 20645
33543 65780 -11811
73872 19313 29140
51474 -42839 -79936
27054 78706 -79627
49023 -98713 -30996
11697 3105 -20074
53272 -2548 -55188
40291 -34938 50170
54680 -69356 48396
70659 -89178 -73132
26814 51789 78640
36777 91239 -63791
21532 94611 65595
27341 90939 5808
15255 37687 -26692
56834 57886 -72889
54123 23380 -25199
55355 -2347 50526
6327 -21173 78889
60216 -43149 50512
67663 -47306 10051
38428 41748 28616
13367 52655 75153
17898 -10981 48382
25318 -22137 19791
4321 -37986 45557
40967 20808 19638
25757 -86636 32852
11459 -10800 40131
66751 34732 32790
26706 -83901 36945
56559 43572 95094
20538 81343 77584
20581 -85297 -39546
21712 -55821 -96641
65317 -56436 40007
1317 59469 85724
35214 75982 87470
79238 78966 17346
71363 78065 -24505
46557 -85480 56455
12587 59103 20777
60455 -53757 -57861
76794 98201 6780
35655 53330 -95433
67988 16107 -55883
69592 56753 -13558
63128 30107 83099
58974 -16425 -15977
56650 -52095 63443
41086 -53517 -11612
56736 1562 -64876
42708 42709 71927
35249 -84742 -9616
77121 31714 -32389
39202 -94969 2849
67392 -24316 95676
28768 28688 26936
53343 1437 5417
4530 2762 28222
4942 -23965 14770
71848 66935 25172
75447 64128 6862
47001 99365 154
689 91865 -81918
42753 97945 -45517
11201 37173 84933
8173 -2692 58331
45632 -29403 -5084
71705 -14832 12993
60245 66480 -34169
16746 76461 -92513
24983 3952 74347
20020 22930 -97884
51883 -58172 -9418
63969 41407 -19121
25114 -55582 -52200
48623 7169 3792
33910 -76609 -61239
13980 95518 64033
49129 -91390 58982
22974 -24029 40683
44522 -66980 33338
45144 -69320 -40013
23217 74457 93124
44470 -87181 45172
53636 79992 -91762
5664 50366 97899
38937 61588 -55166
20909 -80085 -41687
36884 -4020 -82477
55506 70247 71325
39468 -56690 -39131
69461 15762 -98979
68148 -88937 22909
32508 -37450 92185
75026 -92015 -53227
26256 24889 -50591
59365 72632 30317
1092 -43678 71820
8365 -50239 13171
68397 -80204 1215
42923 -67488 81415
27248 44778 63817
19399 84613 93863
56333 -6291 77491
62129 -39179 81686
4561 71477 -22669
49228 -86767 56265
57613 -76147 -56960
50669 18906 -17632
9213 -53003 18411
52834 58751 24316
19519 42041 89620
60214 -28585 88267
56544 -82449 13332
26455 -24280 -55562
79614 -20948 -93527
33331 69936 24352
55830 64051 -18282
68830 -85015 75056
49077 -96971 64296
80934 -51820 62898
75707 7369 91390
2297 -66463 -99073
63705 -61009 98746
10714 -86947 -77303
72097 67623 -48616
6896 49251 -46653
1794 -79811 -84550
75384 -43395 -17612
57821 65320 19571
74226 -98098 -68081
5562 -33047 82708
67241 78236 72812
16518 35243 23067
35052 28533 2152
28157 63750 81546
49056 1294 4607
34933 77750 -74903
79684 -90604 88400
78986 -70671 60108
27536 7995 -70688
61073 63894 -35743
66039 -38634 51072
25254 -33960 68527
56289 10701 906
52969 1433 33766
46249 -51123 18572
28877 -75709 78380
1261 -91405 5127
26640 -82272 67732
16709 35733 46230
38009 53578 -68363
133 -4508 -84498
46812 84090 77091
19051 75576 54534
28317 -60046 -27483
59946 2849 54759
44183 -90855 -55138
74624 87733 64268
32011 21703 -5651
56382 -5512 -1500
18134 -19080 -36952
11717 -68619 69367
18133 38114 93398
19575 -95384 8500
24535 8682 84455
13249 -95360 93802
71518 46792 -47198
56188 64857 -31637
7335 -39424 80398
57220 -86594 27427
5145 -54596 9491
44317 -15853 8007
51417 49145 -72413
55132 2974 -43036
45796 -38231 -6513
1847 13700 60283
48708 -15587 65858
66292 73910 -58870
15954 -45576 82576
56815 -96449 -36464
13847 27837 51253
33503 60407 -98358
35959 -49877 -82417
330 27287 30366
59117 -80784 1706
78459 -70557 15134
17578 6138 16911
23399 -54053 88830
32855 -22855 16270
1542 -92581 82913
71541 -29988 -64351
27002 14620 69427
38668 -81009 -14446
62480 -19159 -97714
37862 -33910 -89405
27851 96265 30878
79531 64777 -13674
1624 -68516 41372
34557 -94706 -34136
79836 -94210 82932
18487 -53779 28955
72777 -8364 -50488
66163 3613 76896
22506 43780 97464
1187 40493 77530
15713 -36288 74111
11436 45953 -63182
30752 -30354 -96196
31995 -71245 -72346
19780 54484 87127
35221 -9327 -59935
20094 93806 -4453
43402 60435 45585
16066 -46561 29661
45631 -15698 -40711
39196 90822 -87002
47318 -67827 49085
26137 -18333 23756
79620 -35260 -28785
50477 28159 -28542
8322 63497 -51326
19189 -93472 89799
70755 89140 -46398
35876 -83464 -27704
71633 -35409 -37484
3472 -88107 -56514
5890 -45907 48911
30242 58283 -8452
50655 -47661 -83496
74609 38843 -24412
78119 -85905 -94612
4583 -31594 80072
69723 29264 -48345
23275 -94102 73456
56249 -66775 34203
60046 62105 -32580
75441 24189 99827
31167 -10165 56280
30080 -67581 -27713
36213 -85968 27466
31005 92287 -74970
17090 83594 -14907
15142 -37212 -18589
19628 56206 -56113
42879 92732 12062
55350 -53909 86179
44427 23872 -83658
39450 58405 -72301
77802 -83342 -70443
27587 -81249 48179
61616 52825 3632
1446 -1765 -10309
3774 22962 95600
49151 -22383 52525
47426 19497 11142
5222 23982 -63768
57959 -67432 -19127
15963 -9545 98340
25433 20827 57375
31883 -94516 -18213
70802 -99579 -14206
14388 -52607 -8104
6371 -79845 820
13977 17283 733
67014 77832 -32621
9566 -87806 49504
7911 47392 -38136
52102 -36898 -376
41736 53607 70502
72537 93097 -9158
74143 50481 51465
40798 -79226 -63051
15035 85000 -34314
79999 39582 16152
36688 -55603 -19863
44172 -29552 -41450
52949 3249 -71335
30049 -15721 -82370
59106 10290 -67260
22310 74903 57449
30154 -40109 -74434
10242 19301 -47571
56925 -96918 -318
2188 -11541 -51855
48727 68254 -43321
28070 64377 -61671
55858 53104 43672
41136 -83721 61736
66448 75383 -34731
52711 2505 19545
6492 11743 -33898
77507 -51150 67377
73059 50079 43883
56217 40113 40666
78514 -31162 76403
55572 -75383 25284
14969 7520 -64010
27574 -78121 24841
64061 -28611 50360
9802 87697 25016
39720 -29648 9788
16207 -9124 -64639
21942 -28017 -33448
37011 24490 -57034
69786 96078 -22884
68195 95085 -31578
64552 49151 -29664
68183 -19786 29097
36184 88108 29148
1699 -37777 38412
31843 -11961 43020
25008 -16574 61043
29451 -89596 92715
74648 -68793 -20320
55385 36801 -91200
51764 27067 -66201
38132 87109 55878
5641 -92592 -99345
64808 82873 -41412
48279 72984 -93342
12754 33257 -5112
49257 -53185 -16091
32125 19597 -74214
5505 86250 -65077
78661 64528 713
37941 -19643 74241
12870 97834 10356
44796 -47451 29655
68073 -87761 -71067
43937 -44302 91731
63587 11276 -45249
28808 -86414 59544
19782 29338 -84112
52540 -31398 62462
5786 -32202 -45660
73031 -84896 -51055
19402 -42212 -68518
73570 7576 74727
2291 65485 -47510
64766 70220 -41541
22321 76026 -75383
57704 -49453 -85979
22575 62188 -42214
47350 48780 -40709
28204 -42460 26296
18520 78257 -40858
12853 -50496 75563
69551 58534 -45681
16193 32670 48593
53495 99397 87305
71648 54683 -97625
43544 70896 -90981
36545 -13072 69936
11372 -50692 58456
5637 -62861 11970
53791 69200 14392
64133 81371 3051
29732 -58455 77001
36166 -59243 40216
47904 -47709 -88955
22766 -75844 -43273
42292 33011 73536
4766 63806 61699
24381 -69377 89240
77767 -95582 51825
63126 39447 15653
16328 70133 -18551
42278 -60961 -85800
24887 -94978 -41665
73926 -42470 46431
5012 82637 -87204
44750 -70982 -52942
29246 -21350 -20135
11010 33011 15090
35181 78751 35448
54670 74062 -83279
38949 58470 -65976
59505 -79901 -92501
36063 16397 -97240
73943 -81541 83786
22015 70808 -48595
22296 43514 77527
80540 -49272 -77491
2273 94149 86800
26346 -75454 -45631
58099 -19412 -78125
40122 -69350 -59055
45073 -8818 -81453
59308 30447 61544
40063 -2175 -52108
31645 -74878 63416
22725 67777 6697
78733 97373 51897
18009 -31177 -10861
13194 -36582 94871
32172 -5258 -16402
3688 81470 42675
51032 62206 -24249
51834 98837 84716
48549 -77459 3313
25448 97909 83590
56768 -59488 -19872
56417 -53344 -29660
79465 68152 -24329
2545 98519 -79096
9102 72745 53899
80704 -19613 -91758
79987 23256 -48023
13108 -45897 -904
52683 10673 -96628
32993 -28128 95083
69031 20387 2392
63990 93429 -31938
26178 3099 98222
47900 55571 95148
3744 39199 -33212
64112 -16852 -20479
20145 4449 16545
46147 -73491 -16334
39575 70492 97044
57727 -26827 -64186
19751 -84580 42363
51533 61256 11664
7038 67263 -83889
52641 -80155 -65154
21673 97526 75377
70647 88099 -80151
64463 15693 -9043
71118 6004 78350
51202 32863 66051
63222 -56518 39897
33382 -78495 27447
45508 -5726 79143
57651 -64798 38085
58535 -15674 -46499
53499 76168 94498
24878 37010 87374
58070 -51587 31045
25301 62199 -37054
76920 -45487 11110
18585 33605 -8862
62349 91646 64931
73532 52111 -7929
76033 64593 77832
40686 -36850 -4087
32212 -72042 34
26833 86126 -54609
6625 -65283 69537
31119 -78404 98651
59462 92485 67340
3351 -27508 -23590
16273 37544 32269
34363 -59538 51922
10630 49600 47772
49960 66587 77981
39899 -45548 95785
65757 92151 37025
77385 -279 81386
31627 -99054 -56608
28520 55306 56636
78093 -54758 18098
21771 -88630 -38683
34380 35087 -92163
75642 11994 47638
5607 -91569 4487
33994 21811 -93394
30431 -17253 95474
25560 69796 77790
42045 1715 28688
42046 -12493 -40011
10495 -3595 -20610
55488 83796 -42158
40550 47404 -53609
50713 -20448 -19875
52760 -74737 -38657
3176 83325 92384
41448 27602 78688
78637 36998 58123
605 13857 16697
75093 -63425 -68964
54764 78447 99329
35528 -91375 47569
23987 -3761 75234
69400 1337 -95870
37872 89745 52641
43823 -65431 -31992
40169 -3066 -42343
71151 -87775 26053
39409 93375 -82731
16814 -39421 -13881
31545 -41346 46258
74778 -97805 -59133
70118 70597 -88891
75105 23119 -11819
75648 -77560 -33771
1967 -42724 70489
25994 89550 -40726
23889 50500 -34410
808 -74247 -76643
32882 -20872 -22039
66739 -33579 81749
26187 -50920 53389
23681 73978 -41139
3651 -86940 26776
37293 2689 -43621
63383 4050 -54843
31998 -30304 81040
46153 81102 -76697
23804 99506 44011
36372 -6519 -32355
39480 -39807 -6436
20659 -119 -95506
45939 53842 84991
25543 -23922 -55296
10572 45632 50827
15163 -76181 -70123
35217 -67527 -95727
26285 -11263 -73857
76847 73024 -86671
39569 -46800 -35365
37007 89854 -34495
34722 88238 -90885
17039 47991 25913
66954 -81728 6826
78505 23935 66124
21206 -71002 -15827
78711 92150 85253
80541 -62825 83902
15716 -55900 -61546
22753 50462 21026
2200 36501 -16031
64994 -92220 -99864
8110 65309 69603
45098 98463 42979
24507 -70477 12949
59824 99125 79190
14386 -29171 -30910
16413 96938 -92950
57169 -93237 63037
32326 -44879 3458
61970 39639 51409
78454 -46319 5888
75454 -69889 -87810
24222 -16957 -90902
11918 49434 50361
1044 57787 71938
28817 52435 -77137
52520 -31453 49056
62918 -3937 -22346
69896 1308 51069
61657 21938 2196
4226 89857 -94167
1684 -76779 -5623
75452 69749 89510
42565 84398 -88495
63727 42431 -7790
62050 -9680 76147
8767 83902 -36443
57202 -63534 93686
7483 1817 16320
61683 53297 12996
2025 68467 2635
18261 39327 -85667
36667 33555 44764
13404 -11447 49846
19413 93051 -88703
47102 25056 5998
52393 65832 -44499
72759 -86785 -9527
29594 -1641 -3808
78353 31049 -32157
8410 2091 -49039
1798 23350 69186
75473 -21095 76934
15823 -13030 -15301
40780 -54211 24405
41061 -40102 36980
49015 -67933 71934
77073 -48960 35284
70836 54362 -96584
62662 67025 -98183
46670 -8282 -56386
43837 20946 -8886
47796 -20116 55703
