22143 20005
34472 29986 17746
4867 -13099 61489
37167 27031 -83044
14996 45729 -173
12353 -47789 -66618
980 -7797 -49569
39692 64784 -14594
24945 22527 1130
18030 2034 -64637
31683 17958 6807
42043 51776 21029
30352 52617 61036
6240 -66216 -41655
17987 -17666 -53326
30891 58060 93665
34003 -57969 -59079
1522 -63153 84227
2508 84546 -68839
6974 -43845 8684
37463 6607 -43454
2014 54638 -68175
26925 -74292 27547
27948 -28201 64706
38954 47083 -94104
24235 37438 48410
23294 34686 3449
25185 -73953 -36677
11433 11300 89186
37123 -10429 -44556
6805 -10022 -88373
27881 18617 77074
32906 57377 97563
28318 15519 47930
17377 -15865 68665
22597 90801 38027
14031 50709 -9553
8125 24055 -5107
15936 58066 -49896
21783 -14761 91680
5810 -84241 48556
23230 -26999 56659
28523 95886 43570
41187 -12900 75573
16991 38915 -77046
18392 15307 -12599
386 -42517 -50197
7222 -36277 -68120
41050 -2191 -31428
36353 -91212 -99635
24649 -22278 -87014
39053 64969 63313
13511 -64349 -71298
6412 -46405 75433
12352 79211 -52195
37498 87952 4660
25353 -93253 19590
35056 -12755 -81070
21500 -42961 -91092
945 8601 -71846
5032 -83899 -3726
23616 34018 49909
12301 -41755 80180
12948 -10542 59162
41864 52024 77473
4 -12233 -52660
21849 41640 -83703
10858 -43177 -26300
18586 -77722 -58126
13790 -15886 8248
33385 34956 63208
17041 -84879 -1168
11092 -4248 8475
8755 -58916 30652
23972 70317 67476
20992 -83754 18466
10355 -97551 32689
10912 80722 58652
34849 63450 -52890
15499 79853 36723
34348 73687 18599
41855 -48047 -81112
41409 63836 -36601
19858 1076 29904
3059 -13972 30874
18911 91433 -11801
27677 71033 -44183
19977 47438 -60064
9281 42353 -83193
2066 -71305 -6697
18929 40235 -11598
5860 88084 -88912
29562 -11780 -52208
4566 -47771 -49158
16191 -24444 -41332
33114 32393 12025
26477 -90271 30014
31539 38200 -36957
28853 -95113 89336
27158 -37298 -88678
12475 52754 -20394
9842 -37299 20664
18945 -25126 47362
35178 -7913 -40152
19202 -72057 -82845
18500 -42101 -66091
37249 71692 -37370
10036 -65325 88535
34838 61097 56395
14343 -82564 -84164
8862 -36323 -97122
817 86457 -46502
8737 70772 -40668
41712 33901 -36719
29002 -59908 52867
28550 -70130 333
23248 -79934 81569
19392 6308 -21619
16242 39953 1366
26357 -79215 -80752
13557 -84549 72165
27782 43712 -32596
9 17591 -38682
13720 -33936 -75544
19961 -83178 -17424
11665 -92260 -41485
38262 2681 85038
38967 -7210 58799
29598 -68228 54341
28492 78033 -62809
29940 -70910 64994
1713 -77204 69808
10306 86593 26766
26305 41700 -79588
6834 -25669 55035
7573 53607 -83463
1438 -69555 -12066
2611 -81111 97620
34232 -25227 -79260
7691 1896 76822
7653 -50147 -5142
31064 -96417 51694
1303 35632 -43176
2847 26875 69274
18129 41438 -84696
8793 64639 -72792
34877 35624 -39077
12876 8397 91769
36040 58669 3115
40258 -3299 88176
6348 -97000 6336
31688 72620 85541
31504 -69662 28034
13656 -31025 -82974
11757 15660 -58105
38492 64384 -52183
39351 -21368 62627
12567 -59368 17297
12991 -98871 45047
20003 -98427 89271
13431 87074 -77799
35381 -26130 82447
5122 47861 95825
17220 -29393 -77506
18171 -59215 30322
35138 34073 53297
36199 1797 33344
28262 26681 -56147
33187 2555 55000
20735 -69030 -63008
6212 -50363 93270
21098 -76605 36394
24062 -89346 82027
4260 -24408 -38483
8800 -39386 -29073
11516 -7711 -12943
18233 -5937 17631
32365 41941 61883
10375 -88995 76049
32946 -53177 -89495
28472 -1789 42808
12444 24301 -40192
16096 21229 16010
7698 93199 44490
21877 91830 62646
3909 -15619 76457
6694 75819 -89082
35463 -69051 89209
21058 -85542 -50944
16238 -12504 -45497
36730 38734 73570
13126 99399 -7937
29256 -28218 -10379
8916 -28950 35102
14348 -76275 31355
17671 -99094 -82420
14585 -81551 77714
4033 65973 3763
24157 -19870 -96719
17441 -62115 93537
1105 -71941 -17368
21732 12195 8927
30356 92986 45802
24836 28363 7490
9371 -86436 -77782
6077 85949 5201
24695 99044 -20374
7703 -71892 1784
41024 56337 69487
24419 -59218 -90670
37835 -94773 2013
21323 94115 48586
10824 -88469 -31807
5776 -65716 65639
90 29485 -57069
20228 55858 -67145
1488 9472 62401
6504 97164 83858
16232 53832 20254
5613 76097 44853
13738 69203 71512
39147 7577 -8531
569 72011 64419
33032 -24243 6299
18749 64522 52856
18553 -90517 7578
33425 -90282 73606
19518 -1597 -90691
18214 -15166 -12656
16888 53212 87687
22141 66120 -99991
17322 53431 -82624
31237 17086 -88861
14353 5030 18179
7568 72945 27411
9849 -70563 20410
39213 -43675 -94392
41435 -18431 -22629
34511 18414 2337
35052 -42795 -56222
16125 53219 -99205
39217 32722 60254
35509 -24715 -2905
29645 -8688 -6531
27839 98857 -67747
21433 96319 91060
4733 -93216 -29339
29217 93949 41685
13163 89994 98186
9415 1989 -30700
16955 -46923 -54317
16108 37181 -83452
23847 2449 -57380
25047 -70400 -6527
21008 24318 -74969
19439 -64841 23167
5490 -14033 14482
15018 -16943 -37829
39661 -71498 -88361
28822 -67280 -37342
30115 1679 -30956
41287 -1342 -57039
9022 21743 -54056
29145 -96443 12335
20902 57412 81088
26608 -12404 -49190
9163 -66613 -15233
35725 54641 93781
29819 18896 20823
19284 -11477 -99417
26263 50503 44800
22105 68641 -56171
24215 59386 41902
32632 -6991 -76475
548 -89425 -93357
24312 -86043 29415
37558 -50660 -57120
8283 75129 51417
23672 1189 50401
26478 99878 -79462
24797 -63464 72206
18992 -27086 -66016
31528 -60710 -95377
26541 22675 90793
19762 29933 -87198
5313 -65258 -65657
30652 -33501 5970
26145 23116 94606
4206 69778 -63321
32095 -40574 -53993
10521 18766 93140
37434 25717 2029
22798 -28717 -36023
1634 -12405 -55443
13786 -17818 34742
3321 6846 90373
11404 -44705 79295
7663 2988 24260
35229 1505 -31503
20381 -17438 -44977
34121 48595 -3797
19483 -37348 -33104
25461 59646 -21600
39712 -81987 -39151
17974 -82260 -48139
31140 4235 -30995
35707 -31705 9655
23153 -63754 68338
40276 41953 22149
23874 -7671 54642
30887 96241 75702
32079 -58161 89304
33471 -87845 -63894
7301 -71225 54347
23905 -41270 73745
6941 53022 72985
41365 -15243 -37169
21960 33306 -32797
12513 -27464 -58421
39396 45135 -58249
19782 -3140 67571
9725 -79776 -12376
37112 80280 -55844
37767 -33846 20223
2193 -14015 62767
41354 25298 57890
30726 -74619 -74169
41484 -44656 21345
29492 -16938 -42914
18160 -41734 12945
10717 -92466 -7390
25227 -26780 -81710
41977 9195 20078
7508 -98793 83934
10494 -7800 -39855
30865 72788 41942
28841 -19368 21440
31862 45909 -50913
21572 -46770 -77363
5208 -53627 37457
16103 -11274 -6544
11119 -8213 -12043
30709 97395 -8717
16031 7680 -42820
7264 -40789 -46928
9640 5409 -19026
32589 41067 10228
33923 8309 89069
11571 85993 64690
17859 -36143 -15856
31506 -40066 72832
27232 28608 -80855
662 25526 95467
8154 -36536 9141
7074 57437 94904
8074 3196 12611
4193 -76727 -18562
9777 -32235 -6762
8947 -25019 -87216
22620 10956 77254
15683 47550 11254
25263 41858 87897
41489 -68063 3039
12208 -16628 39488
20860 62960 -94625
42112 -39624 34902
36039 -66981 -60957
22517 30882 61475
4425 12378 -83453
32743 -68725 23673
6002 17286 -95311
23076 26915 -88721
13384 2250 -19797
17273 -93079 -83962
8651 85927 83764
33487 -15398 41060
38120 95203 -79092
6363 14681 55242
17567 71170 32822
28026 -75991 -45372
35487 -90056 59759
39355 46320 -37621
22168 35984 36319
2303 -53645 -48289
22259 -81502 -54999
4759 9126 -93529
22793 49767 -61517
24882 -70686 75282
34335 -9547 44801
16222 -28822 64353
10325 -97879 -59407
25526 19514 -99677
20736 -44993 54527
5642 74347 -47960
38932 79275 -43498
34638 32286 -79781
3733 99658 94699
13558 87810 74156
38427 -54441 77597
17968 -74237 -15061
39743 -91933 40691
13770 -16005 -6141
12347 66104 50440
36020 59108 74086
23526 19698 84931
3538 16406 -31298
27419 -76708 21065
37229 -52508 91530
7543 34508 58593
9072 -94598 -86118
16720 -4727 -32264
9929 -72503 -77095
2236 12058 -7369
27526 60823 82397
14575 -21171 57303
11504 -77077 -9384
27371 44068 49801
30357 75106 -12856
24261 -49782 -47272
11687 10980 -93903
19688 19813 82954
3041 -11239 66568
13487 -28838 14728
9210 -80131 62636
3573 58366 -51945
39754 -709 74202
21287 -77646 -61112
8898 32044 -39052
9059 40576 -33022
38136 -86314 -98375
29313 -60338 24544
15091 -8004 82868
36968 -51647 -36424
802 -30538 -93701
38839 68872 53502
24975 26396 -17225
15259 24862 84752
37126 97209 -4980
5259 21841 -90418
4382 4790 -87805
35275 18630 -68181
19817 29743 42926
23589 18559 7774
4042 57254 61876
22309 -4159 57739
6799 -68813 755
6005 23923 2637
31031 -28084 27045
26569 -69070 60675
3917 -59412 -7757
26888 43374 69146
11187 80560 75775
760 67172 -8384
24883 67232 76076
15196 56138 38220
27705 -46589 26094
41576 -25661 -44627
30766 -73253 -40653
23932 -93698 -92688
31877 -15398 -90900
36626 62457 -34365
12189 41379 35526
18506 -729 -2120
14408 97303 -41553
15495 26168 -96998
17922 98752 61813
33022 12870 26949
16779 -58339 44817
28371 -82970 -38133
19039 -8200 93547
13681 2494 -54574
30019 15143 13945
23795 27432 16554
36445 27803 -94342
26412 -17779 -16386
30990 29632 81810
34845 -77010 55036
19292 84563 56748
17770 -44240 97449
26830 -29912 -60262
29580 -24054 69384
27583 13228 -8009
39492 97886 29850
12271 22065 54506
4187 94830 23426
33277 -82919 30182
24154 -46736 97212
107 -77209 22010
36368 -49780 87728
8788 -80614 71178
21944 13303 -39535
20519 -97576 66789
13571 -10808 -94699
1171 -79498 75535
9228 -96732 46742
19869 33539 82324
26011 4618 -17237
1157 74208 71006
7014 58846 -35710
31609 63507 -35118
32627 -90871 -5262
35664 25369 51245
11011 -59564 -75935
17788 -16915 -78981
22941 5225 80773
2428 -63083 68067
29034 -35847 43746
30941 19270 68724
12988 50668 -57088
23401 59090 -39105
36141 8085 1745
3186 -33745 -53770
19820 -28551 48769
12240 -41935 57850
6755 86489 -34667
2186 -1554 29762
10817 -42453 52462
24179 -10545 72377
30816 28301 4497
5543 76166 97654
38346 40073 10153
20827 35816 22079
17986 25991 99337
41357 -27609 98631
16342 79875 -39199
10359 52159 -71143
16030 83192 -89680
20870 9805 -19413
18626 56083 -12768
30218 -56528 -69924
40426 -15937 -9804
23280 35311 -40847
37420 -13171 -69563
26078 -92436 57776
25678 54365 -72065
18436 -62325 -3320
40224 -97370 -40793
17513 -52673 48009
19372 -6469 79168
31638 33360 20933
11471 -35078 97501
5221 48609 -39974
10183 -1327 6091
35419 -44176 6155
35132 -77726 -31523
41474 36213 12252
32291 -90524 -4496
27427 -32198 17965
34056 -76644 80911
36298 -12983 64170
40313 -49105 -83801
8570 64180 53851
26338 -47995 61733
14 51018 47250
34512 2029 -75592
25623 89681 19050
1150 -39734 40180
8656 34475 -86916
21963 20705 -60951
610 81322 -94935
30771 54871 18452
40412 -4375 93894
16529 909 -90279
14921 -25543 92492
11827 -46763 56304
30556 -85044 9384
1930 -68424 80564
13986 99858 41706
24694 -90241 44506
14939 -78158 42782
20756 64759 43931
17984 50226 94593
26798 21673 -97524
18029 -84661 40733
14076 -66663 63568
12812 -79433 -5113
2132 -35598 42011
450 -96683 48305
38902 -72261 9865
12083 -60848 59510
23650 8603 11980
25414 -79495 -61015
5111 22695 11225
34410 -57992 -69843
34682 76271 -49052
10915 -30834 -76432
34770 90031 -7923
7502 89473 27625
20937 29342 -82850
37446 3253 -60972
11568 -34518 24150
21977 33512 43078
11662 -51484 37730
17028 21150 90727
37891 -44728 -32082
18365 -80198 58586
33121 -79748 46523
26651 21123 -14145
23685 32421 50777
14210 49264 -9056
136 -98240 -44829
23951 -46076 -67913
34857 1055 -74940
17466 90346 35926
37880 -32264 -30862
38033 1803 -10190
34462 60755 -75721
23146 93117 22517
6105 31764 38634
23246 -40931 -66064
39054 14519 71221
35086 20921 63749
36394 44337 -50395
724 -28950 -47492
2745 37542 83719
26716 76360 -1856
17141 -41163 -9928
9366 74053 9754
3893 -98096 -99218
28642 90959 43487
27792 48460 -41740
1092 66767 72264
5336 92573 59914
16194 -95809 -58689
15254 -63781 30948
39565 -26822 -51893
16033 -58418 -46968
33423 77806 69866
19819 16940 -14108
25481 18991 -42837
33610 31957 20848
2365 -51964 -99309
36709 -40654 -4777
20408 -13949 5128
16393 -59864 -88521
29365 -11063 -35554
60 -75951 8091
1125 5321 -48220
27272 -92476 -34075
22491 -5590 86952
33879 59759 -37134
12358 14165 30862
33261 77560 -61579
25617 -99251 -35336
29822 -93548 9859
39828 62782 50906
4991 98470 74835
3809 80743 -74675
35514 -15551 -67414
19161 -80341 -35547
37298 -77920 87409
11036 -96880 40251
32163 -42784 -89723
39913 80011 -55515
26194 1774 37922
41867 27949 -60596
16560 10721 31108
20539 -95707 95876
34151 44235 -48127
16689 1018 91149
15486 -32395 38876
13692 73028 -83617
15964 59687 43187
19778 93822 63530
135 62093 12930
41510 82486 39410
30988 -22150 -62710
2228 -77935 -40203
20183 64928 -56080
37640 40567 70738
3432 75993 -6689
12398 -42385 -5706
35744 -1156 53973
26955 55610 -2174
39748 17829 7302
5590 40628 -81823
12506 -83358 34714
25935 -79765 -6267
36011 84209 77329
14613 75245 22871
19571 4387 -54251
30152 -52063 31609
37869 -11712 -85065
35411 -50313 68580
17543 -59578 48602
35058 46655 49357
35655 79483 -68122
7695 16008 -36992
8746 -14541 -54908
12694 59857 -43377
32963 98456 -70050
39908 20869 1120
42038 96516 -96637
19681 15615 -27773
8218 -48189 -78589
10318 -88211 88666
18871 99543 -50416
3145 -56742 -14351
11531 -59722 47913
33391 -29035 53560
16866 -64865 85918
37144 73079 -78736
40000 38393 -80082
7694 -33889 97956
14495 -57327 -59711
7011 -76218 59615
401 23202 -73932
39709 5612 -14402
11244 59318 7723
34385 -59840 18010
9662 -10699 -67418
11535 55502 -55694
34291 -62177 27561
26004 -40881 -13418
7056 -43864 -82868
7764 -29895 26929
10774 -85227 -73828
41058 16319 -87237
38310 96650 54852
26909 -2277 94093
38847 65751 -4963
35679 -15548 33098
11031 35288 77884
32891 -535 19764
19832 -61385 43134
29259 14008 -36974
17597 8278 -53655
17667 -78356 38355
6800 -34460 -6888
31335 47983 -62130
29788 49596 43782
7456 -70078 -89076
7350 -86046 -46430
31817 -72945 37787
919 91040 -22701
18575 81338 -59280
31922 19173 -19232
10330 -62640 56803
19732 -7688 27093
39184 -59829 9958
38351 -22336 -45118
7551 9391 87135
40719 42682 9631
15354 71763 30681
15710 -88546 -3125
24418 3654 4690
22931 -97410 35337
6519 -4443 -35549
2667 -5036 -51092
3082 36318 23094
11672 80479 -8469
8955 52448 11248
11260 -98481 27985
36292 36503 70694
23768 -69637 -19705
8550 16231 96628
14617 -26007 -65948
29814 -69118 -99809
3566 -58682 -34999
15857 34909 68810
9339 45805 11094
38122 61156 -29559
41274 9732 24586
42059 -12821 53489
12668 -29536 -74828
29738 -53496 -68930
10528 17192 4029
3312 39037 74561
18517 -79327 81228
37451 53483 -9630
27660 -75442 76012
32071 -12375 -5801
31181 -26092 56243
12250 -87342 74236
13993 -96981 75856
10989 68445 -61416
34133 93602 33819
2790 -62425 69727
3785 -82662 48079
42040 38312 -6422
8155 95852 25448
5890 -58787 14407
27459 80355 -24203
32060 -77526 76940
38794 31212 -45827
18944 82394 74888
13436 16611 -65998
13586 -452 -45720
37755 61888 55171
4165 -35701 -22147
36077 4504 -3986
2115 45978 41713
2619 -28308 -67368
7275 -41020 -62903
27666 -72753 35721
475 72451 26814
38227 21006 86868
23178 27017 89050
4068 -70915 -42134
39434 -41383 -61041
11492 96558 -29859
35495 -21358 -45426
13270 52866 54598
33731 62390 49768
2403 -52783 -27484
1483 -34512 78774
20633 -31938 51696
30991 40002 58414
16281 -43091 69096
24638 24170 -54194
28764 -64391 97399
10082 -62674 93815
40918 33929 58400
19516 -64075 -52990
22538 49316 -37197
10033 -49898 1301
1432 96811 -31004
12416 -70428 11665
13761 -42222 -60720
8740 73260 9955
28063 -97813 54715
41047 80281 -32852
7026 13067 55019
3714 -29268 52972
4141 92958 -79403
3131 -13307 56213
22876 -92190 72925
10849 -64827 72290
24050 -50036 89452
32653 1540 86930
28167 21384 -67952
31906 -96074 -24853
10892 -99035 660
22956 -90046 -31772
29218 48905 64957
19120 8722 -43686
22911 -53963 -82900
11789 79025 -93063
12598 -1710 98434
1942 -46610 -28247
19950 -29479 -61861
31526 19628 -42826
37288 -81948 -91701
15 -13833 26916
5266 -59652 -45786
1560 -3144 2922
38816 -15728 -4852
30336 -34431 -25310
5894 -73280 -2031
32208 -84340 -31539
3821 26356 -10595
7374 92698 -303
16500 -36740 -44380
8447 -73208 29963
22176 83819 55172
18064 56870 -38517
11340 -86501 39046
27869 12535 68639
10360 -360 -3813
18344 62914 -53682
1413 56254 -4070
9234 90429 83221
34733 731 39361
8412 -22117 15349
5303 -18803 -66519
10449 4043 -92637
17965 -38174 38830
30407 -44816 -44247
10040 91859 -29485
35066 -71983 97325
33311 80462 -95834
21784 95519 -26097
7032 -24653 -50099
10546 -46917 -37969
25006 -99389 48080
36295 -87480 -51199
36581 -61897 -26107
34528 -33821 -2139
23763 56061 -47265
3403 94185 7088
31545 24512 48262
25924 3019 40942
2650 -44712 57067
954 37135 79667
37173 -42419 -45214
344 -62748 -27728
37909 67471 -80130
29417 66604 -44943
23393 43684 -63276
30943 26745 20053
6682 34218 24467
27276 12191 2726
18784 59792 -71165
9747 25959 -51662
17576 60069 46399
13783 62990 -22555
26539 37373 -70133
41809 -46309 -33363
40236 91441 40316
35018 73266 88925
12887 -77630 -31949
40797 -51569 -114
39278 -52310 -16389
24627 -97304 85974
12402 -52868 91139
30165 10978 51322
27895 65123 -1302
15089 36293 29119
40291 16975 82976
38960 -49757 -18653
3436 -25231 15073
35259 55971 23243
21404 7685 83908
28205 33198 64078
1630 -87195 -45247
34588 -82993 -91918
24670 -84170 48101
6772 37679 -52323
17057 23124 7306
25789 45735 -74477
31773 41953 33032
28425 24883 -86123
612 74578 42763
13116 -43956 -62248
5627 73828 -58234
41068 -95591 -15826
11231 35818 -23451
7183 64404 -2559
21623 62940 52749
25853 17235 -10763
14827 90545 39162
2088 38582 44174
20175 34248 -73157
14005 -53733 52298
36540 56431 -85611
23350 54632 62909
40305 -38040 -83539
17913 -11944 -64377
18967 98436 75660
20598 -36924 89176
10650 -8011 -47954
19140 1735 -20918
5171 -71505 29986
3441 -58147 30188
20932 -5788 -81946
34556 31741 71446
41078 -67844 53578
197 -57938 -98337
24799 -86699 -45145
31254 18597 43973
2548 -57216 -28996
3307 47830 -28976
16544 18082 -46036
7131 33016 76957
26938 -36713 73629
18719 -54760 -8153
8615 4883 44728
12158 -16066 -93037
7817 -36584 75186
28444 13481 43604
5245 34467 29500
24980 77165 3003
36236 -30965 95114
32466 -63554 -62553
38864 46230 96220
29661 -5444 65490
18100 58983 80749
28648 -38186 -20043
15837 98626 25839
6304 20822 48340
35364 -64316 -43499
27817 10116 260
1979 -99329 -32288
31115 -64140 71516
16859 -21536 -25306
21936 -91368 91045
11930 68935 82401
9979 80834 -28410
1686 -86847 -16516
23033 46820 63255
35012 48223 55743
15038 77440 -2246
33849 94497 -61757
16951 -41178 -48976
12411 73482 2791
36877 36178 -2795
3223 17711 -88000
40450 -92854 64190
31800 60825 53348
39799 27730 -25250
39165 10393 65768
9337 -38669 -81069
26162 69932 6820
23299 -17847 50115
40943 -95749 91707
33198 -77075 -58143
35643 -40086 -23316
31264 51390 45251
10229 -46201 -47997
20189 97689 -74080
14309 78151 -86608
19956 15525 85353
11975 -30603 -28490
12985 -47092 -54891
38613 -6630 29104
18095 51248 45635
34261 39458 -15038
37748 20649 22741
35062 48792 -25365
13688 -11837 -91289
36458 -75105 -55856
35374 62364 -70250
17502 -26291 15316
4932 -79757 41802
40144 -36264 -6102
20054 27618 -36410
40766 18484 -76552
23976 56943 -79247
13980 12034 41790
11096 44699 92268
40983 55809 -30544
8323 -99888 -15342
26421 -51520 40952
34113 98286 87649
13439 86572 -45017
29459 -27565 -15474
21809 -56219 146
5893 69949 -27487
34130 5413 11113
6465 14761 13244
19293 42724 -78727
34573 -17516 -39598
1825 -61916 -10928
22243 -38377 31893
4208 43688 40417
18593 -18830 -97993
4439 35246 -16768
14688 10085 -86711
20642 -30384 -94408
16129 17950 62166
1903 -36401 -19660
2021 -37947 -3726
24343 -32342 -5834
23689 -39916 99094
8140 -52682 -71496
40560 -16918 42530
30836 35791 30642
17702 50439 26569
33276 -57539 -74150
3461 56896 -90366
39410 1469 -9741
1023 -60404 -84283
20345 11440 97777
106 -54842 -90154
22760 93154 -11572
32901 -19717 18854
14964 -9016 52437
3957 -66409 -83558
886 -91327 51582
16343 14860 -55126
24970 -54130 48318
30328 90365 22703
1315 50690 -57483
10168 14704 79140
33339 -49389 46788
17043 53971 -82631
34886 -67717 64829
29423 75847 2167
10466 80229 -99003
24441 -6687 -25484
27265 -63549 16897
5741 -10257 26916
18303 -70023 -62381
16301 5047 13289
20440 19897 28586
34060 33719 92296
30592 51951 -90631
8389 -85423 66363
14899 9009 -18212
34307 -78979 -71340
5019 -26805 2853
29982 95013 46341
6329 43938 -95690
26393 84441 -1436
36754 82988 34566
5964 18025 83923
15446 18739 -20813
39083 -87520 97872
34848 56048 -11997
11090 98219 -70774
15931 77128 -40453
24764 -14169 -92808
29484 60170 -98431
13954 -89447 -96042
34342 -18207 -43553
40192 77244 55427
31544 -34225 -82225
10686 43166 -7543
40711 -42429 15363
3371 21216 -87004
20865 -5996 -10872
33072 22304 -85240
23962 -1728 22358
32536 15839 44079
36702 -22888 -23754
20685 -90107 -44914
19769 -2230 -17833
15860 75864 -16664
29901 33248 -41101
40555 -25989 19364
41196 -59457 98893
13326 53541 -6156
22196 47892 1197
38221 -56533 -72922
17765 -43818 -27213
17747 -45295 -43050
10987 99753 -38851
29486 78008 -32398
15621 -91313 28163
30409 42549 -65453
17464 -65325 -83415
9071 32163 -91163
26878 52000 -44098
3204 -5981 10272
3298 73869 48089
11667 25209 59202
23390 -20943 -9670
17683 86597 -89689
35633 -22521 -27173
21550 -85242 55027
40707 -3433 23743
8999 41416 -68021
27172 -2824 81935
25718 -77629 38302
9457 7240 42820
11074 71771 38505
6786 94608 83579
24255 81559 89614
41407 -92811 -37041
14465 -48787 52876
3271 -11171 -44057
6847 6258 71083
15870 16857 -54719
22490 -4607 67793
28066 -17972 -90760
1325 -35914 49780
31314 -20950 58710
8079 92229 15132
4588 -13650 -73050
41248 29755 86373
31227 26902 24339
16278 54896 66345
7309 -76919 22585
10378 -72168 -68656
22628 49336 -27445
39448 -40385 -6816
24270 59589 64585
33218 19819 8607
38058 -13776 16731
1243 51227 -4492
29862 -85441 -85912
9749 -41826 -391
11984 -60351 93441
10482 91277 40942
14525 93068 91763
3555 62711 -69983
35718 -67863 58729
33623 -78717 -6884
8124 -19129 -42423
24449 76424 -3844
39896 99206 94694
21346 47296 -39845
22354 1143 -97704
30911 74713 98001
36742 -40403 -36750
4986 56652 74167
16153 69866 -78104
27238 -92309 -93211
9395 -82309 -28788
27052 96723 -44048
25647 97280 -74486
15948 -77900 55972
24482 87841 5390
12088 47297 -18667
39782 91085 28780
10353 -90418 -13930
18292 70416 3274
31769 99122 -90413
25469 -24362 73444
39022 2036 76813
26641 64690 36963
14922 92835 -76537
1207 -90698 34576
12320 67743 -13967
38347 18195 78698
6912 15399 91644
13768 -81627 58035
9559 32353 97922
23710 66057 10885
39673 39150 -46535
18891 34843 -8530
12419 -66303 -55515
36686 -24960 -76781
4001 -86672 85452
16175 19436 -2826
2453 -72775 45333
8688 14545 -96683
15222 -66723 47975
