40130 40888
50281 41785 -62535
32392 91044 -91729
61801 -17158 -2989
62356 95593 -78774
61616 71921 -49667
29938 -10395 -57361
71000 -540 -68664
41438 78478 -69113
66015 -62951 23721
25428 -4247 70645
460 -79484 -28120
61649 -62469 -72249
33604 25049 36735
58882 -88872 44898
50201 -14880 -50791
57690 64032 83240
20208 48257 78917
58931 97232 -55065
44209 66829 -52543
65019 -10411 36438
61869 -23167 -71243
66920 92511 -87635
50134 20926 65459
29464 68098 -31817
78523 -71702 -15299
43152 66910 44787
30269 -9807 -37467
39974 90266 -28713
57762 -95571 -51758
24835 -33762 54835
53276 -80038 -54783
40910 -73327 50014
16885 -65846 43893
63619 -14848 -82504
77547 74008 -3748
47090 -63263 -67429
26419 97558 26802
52942 53252 45287
63035 -64159 -27889
25514 -72719 -32922
44003 -10400 -40884
13278 -85884 -44824
75331 78271 97223
43636 91378 -44238
75795 -87853 94678
21246 61149 60172
39393 1257 -21249
55557 -88905 -34445
61194 -35950 98734
8594 -98123 5227
40363 2794 2109
40237 -28650 -63091
65825 31624 64718
23033 50983 -75113
74440 -99638 94466
35135 -71658 -69117
39791 37254 -8773
6428 79161 61712
3617 85583 53096
62458 91921 -72257
4297 32254 -31238
37622 56221 -27988
54530 -22584 96608
69711 5358 34725
5827 27141 44566
24145 21904 -35264
3608 4663 -50990
46712 -62804 -51651
77103 23574 31057
35500 -63070 69649
59412 -37797 98755
28717 48877 35859
75722 32323 -40099
1723 1320 -8405
28958 -7355 -30909
75712 -75575 74598
30764 84858 4367
62386 48434 94580
35994 -48699 -47819
44521 17663 69165
13412 13236 62237
61607 -23808 60134
16098 21941 61003
75142 -39858 66261
29410 -4119 4955
45563 22403 -46557
11566 -8731 -34225
68555 -16791 -33606
1513 86512 -24492
8325 -68866 5754
73924 3446 65110
20663 24187 -70674
69090 -35083 -47305
64984 -23268 -23657
60811 -94285 10644
57068 -92678 -66910
73705 83995 70001
6839 98716 -62092
77779 83105 -91160
77431 39153 -12997
78042 71078 -36250
58507 -7771 -65262
80375 29341 24200
39333 90891 19178
23627 22457 30563
9283 -7957 57046
57670 58641 99822
76007 45111 84323
13628 34112 -96590
74941 84570 18303
53444 32735 81516
33774 62371 15705
36361 -39261 -40698
2690 -42443 61069
63871 -62221 -36896
459 19601 45468
73361 34195 -28302
9579 90762 56262
20135 47054 33884
22114 -37606 -53952
24225 -2723 -10511
24486 -28837 9316
44700 8841 -80894
39764 -61895 94645
8239 78278 93552
5388 -70426 -68525
36744 -17661 64697
47093 24269 90709
60792 36225 56497
45248 9390 -3292
43504 52677 -43664
57972 -54049 -95107
74659 -44346 -27937
43960 -60865 92785
74547 -16414 93418
35152 56373 -42664
60966 10384 72560
74164 50776 -74768
17331 -66159 47298
8194 -82273 -77849
59411 93393 -48016
37893 -38805 51893
20005 -24080 -19093
47136 78515 -43452
62503 95494 -64211
55352 -76463 35585
34581 52393 -2002
71151 -68810 93082
64217 52597 -45656
23553 -9417 -20043
23618 54810 96555
25341 17879 -26774
63315 16689 -6108
51492 -41274 -22218
28471 -23466 94620
61483 28459 -12520
39027 55663 -65926
35707 52220 -53266
79788 -83376 19860
60259 27069 89038
75764 -12583 -81781
78105 -39333 -77750
15716 72573 21040
60089 41064 -69648
4042 88262 -64936
5699 -37946 49860
32654 -31177 86191
11356 -99902 59885
64212 -70610 42254
72007 22598 92950
40529 -61087 -52332
17424 -96978 88235
28832 2945 -36704
37863 15985 -31987
18339 6906 -21852
18281 19232 66433
57445 43771 -60063
63414 -42295 20288
6260 -79069 42274
37075 60263 -41424
36860 -16936 -21852
34530 -5124 77832
54598 -63332 54501
52822 -31669 75104
19999 -82832 -95638
25530 41737 -94420
59715 -81335 19820
5455 -29711 -71291
60031 58426 64016
74430 -52781 78575
56763 54305 -42519
12901 81353 -49805
21834 -53477 -37395
77209 -29356 -896
65203 17842 -90571
19139 21812 58483
17829 -50071 -9296
56530 -83655 -55799
16279 -34522 -32295
25250 -20517 -99439
13915 -23688 66578
45207 75010 -24852
45050 45408 17923
48769 97771 79101
77843 16127 -24944
22695 33997 -1352
24191 -50750 -95308
75793 90916 14834
6769 -48839 96317
26980 48589 -64317
3636 -72558 4216
12582 -29266 62409
20334 60628 -9435
66797 -16901 46376
30433 -70636 84676
58838 -63186 -97751
54429 99028 74158
14494 -46198 80597
15479 -48728 -86446
34648 -55005 43092
27647 -88673 -59661
55968 48689 -75895
63397 -16083 -78800
77213 87957 -17094
6295 -89836 -15081
79531 69777 -38906
42492 92450 -26698
56720 -65558 -64364
22743 82785 36676
61123 76939 -45748
52219 -41704 -58354
74826 59920 55403
19069 -97369 -65682
56562 40418 11570
23141 64543 -29319
71546 38241 -93733
39654 92540 21429
56577 -15161 10386
24043 -69745 -9609
31158 -4749 -2858
72480 96054 -8707
26715 53168 -58950
11486 56019 -829
40251 30309 93009
10019 -48098 37550
69626 -49979 -11634
8037 88857 2060
75107 -64573 -91584
23606 -83458 33729
1915 -73211 13684
37488 28161 -30698
23633 -6852 -23969
70024 27085 -26355
73081 -17490 75866
6302 56944 54960
13664 -84373 28335
50670 89139 38020
15422 36777 3468
23129 -66032 -79348
4093 33805 42228
16232 -16229 -91803
66616 90517 -46431
13328 2804 10217
30101 -7292 -88332
25281 17575 93000
28366 41164 48712
63018 -81982 4430
55678 17685 -1395
71806 -36551 79297
7282 -22034 49069
22848 52970 72165
7967 -74486 48835
37623 -5391 -76079
57898 1962 -94311
43854 -90666 -7713
10369 -48410 -78633
42872 83827 86426
50742 82376 -38555
21312 -53704 -85046
36301 -73399 79547
38884 -49875 -34653
13747 -8599 35385
78674 -33908 -89039
55161 -9249 21584
48756 -92286 99613
53619 -74939 -3999
73225 -83990 25619
49259 -35372 -72449
25080 72921 -29688
20300 78601 -4860
22359 -74002 -39670
47936 59890 69664
40440 84027 74651
14087 421 60384
54178 -41726 -33934
3522 33655 -26094
5877 -35132 27201
66969 51649 29998
78655 -39275 -25795
28586 -127 -73960
50455 26900 44954
13481 23946 30234
30424 56012 96106
3822 -84931 -18525
37067 75055 45689
28692 44992 74352
17733 -93890 -88820
6006 -12691 -16763
16112 87409 82403
57046 80053 -79791
80168 -27957 -83016
12481 4410 69547
22230 -63571 79515
16908 89622 98288
20871 -53735 -737
74855 -25951 -28655
38406 -49731 40924
54461 -43935 -27207
27112 -8187 43824
27999 70187 15072
29995 -98684 43082
61537 -24330 46131
1818 -8996 97892
18332 34816 -4093
31845 -56219 -35651
55149 85430 2020
12614 51320 11614
71066 -66991 74597
56369 -82908 -6687
13445 -55533 70219
74210 25207 1100
6695 -63041 -22194
49842 1113 46788
49615 55120 -85239
68433 36798 88875
61010 78647 -76307
52409 21369 64316
65276 72683 77860
5168 -94590 -8997
1789 92591 13928
8120 12035 98221
37233 51997 -39204
56666 -55729 -40940
65059 12560 -37764
54628 72576 31575
58861 -41 31048
16046 19717 4396
13993 -32874 -10337
56451 7843 86346
50775 7995 -62100
38282 -24638 54674
47514 -22282 65353
33775 -96530 -30046
8391 84234 -66093
16636 -48100 -74071
43640 -83296 -51845
16035 -48150 -39264
68254 -2954 70482
46822 -47336 37366
45179 -53486 67453
585 -82137 -84340
72513 38182 77370
20276 92346 -78547
75657 -82330 -1319
27770 36523 -58606
47162 7078 -24405
49476 66809 -66199
40899 85918 -37525
29609 -94386 -16965
51380 -82604 -3342
54857 89852 -96976
17013 -66540 -2792
79986 -17845 62560
6583 -17616 89152
56246 -18439 -23560
67150 71963 32276
57024 -36638 -63035
79573 -34285 63139
8242 28176 3156
63749 -7351 -98479
40430 -50183 72667
42252 -74185 -88844
76536 -37700 12843
22938 29728 -41480
45740 56635 63720
62881 -888 -4976
60564 -60340 -68578
15083 -26955 -77232
37088 8838 52145
39468 91082 -21782
14636 84646 -99017
20962 -91288 -84404
14003 -9837 61535
73974 -18787 -1498
59759 18168 -60300
53567 29154 74314
26245 70430 47163
65029 89902 98463
38867 -9699 -30584
38022 5363 -7517
4646 96693 49373
70828 -43822 -79811
38092 12658 36430
41774 16160 -28424
25999 88010 4890
9679 -81928 -57655
48821 -74615 17132
55712 20762 -3888
11067 839 -48081
1611 10458 46709
19837 -55264 60338
80554 83812 84916
42192 10934 -10287
32744 -30116 21795
71786 39545 22153
61079 39410 -22018
78327 -33061 54684
35635 -68765 -14993
34955 -75851 -24145
75598 -48612 -62202
21764 -82933 -65751
43946 91859 43097
74285 94385 -4366
61020 -10905 49117
9414 -30957 -13027
44460 34315 76200
2227 16636 29085
35242 -88087 19868
9521 -24148 -99181
42500 -1025 -48531
13404 58528 6635
15639 93173 36756
54787 44670 55610
64267 -63310 -84057
69505 -70852 34947
12920 -72328 -49883
69549 9336 46400
34239 75130 8854
70488 83696 -90170
55542 57676 -15168
76439 -95883 -31143
36305 -54748 82795
61823 92751 24695
77042 39406 -36282
68902 35626 90071
42589 -7082 -12760
20990 -22821 -22359
61484 -52488 28850
52024 19022 -42893
67835 52630 -2437
22858 13996 -71492
36346 -61191 11353
18177 -84600 67291
21548 14938 320
26669 52138 23266
80727 19976 -23686
34401 28371 60355
42372 -61984 -94735
35557 30111 91556
9766 32811 -96735
70615 -5582 -78470
29794 20523 6277
31813 71741 64259
55524 19804 -60761
22352 -597 91577
69500 99416 51576
54969 84160 33791
25985 -85337 22836
71869 -60619 -24703
72361 49895 -75057
71300 -40253 -63638
68659 -54575 48846
28633 -52067 99249
66187 83929 -65677
45116 79237 -34649
15745 42537 -83353
64787 2698 -40295
40473 -34569 79494
48650 -62710 -25672
16577 41236 -27226
31416 -64761 52951
22836 -67753 -83734
49451 -18115 83884
34933 -75560 -77544
62460 -42833 -91920
70650 4278 73537
72297 58464 92294
56697 22487 -61513
46704 84249 -61128
77748 -49269 -72775
13527 22174 23762
21886 86239 -237
58701 -91955 -87803
23008 -88514 46935
47340 -54152 70972
16130 -93491 -50592
52139 -29970 -62852
59499 -13372 -8104
45848 87292 -95268
29170 22524 -69991
31302 15945 10173
55165 -26803 9153
76469 27522 36988
7970 -86163 68605
64573 52587 -1951
66019 -94879 -86897
13145 81878 79654
80820 -6712 -70261
16493 -90744 -27989
64477 10861 -66555
44124 43204 41053
29489 -27104 -58353
80430 -62489 -70311
18971 -79677 -76597
10855 -80666 79184
63624 20156 11178
80385 -31633 2632
52946 -25388 -79865
28280 90553 -33722
34625 -75440 65102
48253 93254 -4948
41398 52154 80479
36464 49945 -41299
72256 6477 12403
8785 69843 91520
13616 55235 455
10366 -74482 88664
19832 -86544 48604
44630 -67422 35582
50315 -54147 -58982
40926 -33936 35426
79861 -77648 46897
13203 -12725 56142
28520 -23818 51699
4943 11884 83489
50419 14411 35861
47976 84650 -84263
12659 63983 -99474
75685 92194 99801
80737 -41209 -71023
53542 54908 30813
3626 -96686 -21417
15768 88867 -93396
55455 -42905 2296
47765 42640 -91278
5485 14998 -59516
47801 -93846 8808
28325 44486 -48583
79688 96864 -46489
56493 74402 43143
14841 437 -28210
47793 50093 -72825
50691 -6860 20502
55527 86636 -18674
31866 -24090 93587
65839 22364 -96103
71583 21324 -58143
14393 69745 -53762
27072 40751 -88258
390 33635 69387
19711 6760 9087
21793 55004 71206
1989 99856 8974
37799 -98810 -49070
36006 -38541 -20250
25360 79440 15801
768 -99298 -26444
62703 -69344 7910
61830 30902 90593
46826 6407 56542
62636 92478 19054
19233 -85892 -21791
13871 83936 -21982
46032 10818 -18585
64039 -7245 40559
53304 16262 90160
30617 850 30049
47835 -92094 -76493
20727 -90916 -94664
60438 29154 3906
46395 -77083 -22302
49596 -8229 91145
57071 15363 16789
4809 32406 -50474
24555 71414 26350
61987 -3177 96087
15853 -15278 88067
4734 47983 -76337
11199 55069 -9752
17886 -68086 9078
61938 97266 44947
51923 19255 -62909
282 -31354 -31981
18978 -51687 -36425
33117 -33387 41508
17045 -11371 88126
32108 -83150 74761
37082 -44675 93351
33644 16066 -7946
9580 -73329 -73308
27840 -94521 -77170
22864 37445 73455
48782 -83771 92777
24909 68951 -24775
16855 -76929 -953
46824 18094 -90410
41881 -7684 -21791
10305 -74660 -38645
8602 52124 -56603
32387 86760 -34303
13262 34421 -90755
46061 -2790 -26544
31527 75259 -92325
34034 -18041 -63615
8162 -48802 -47413
21691 -71826 -57192
71838 -99947 -98701
74443 -99441 20402
30166 37240 76840
55047 28286 -82124
61264 97848 13337
40189 -75259 55405
17975 74254 69468
22106 -48660 22472
62249 23062 27978
14890 -65712 -30955
10157 25637 40198
26750 -43669 67305
15709 5511 7624
39055 -4778 91783
13790 -32969 31231
51931 -79100 -60025
68828 394 -65561
80582 21866 17779
32946 67103 -93318
21176 -73160 6074
847 52538 -2963
18721 10840 -39031
57452 -44616 36401
9161 57731 -34267
25685 -93587 -88013
61071 -36807 62760
69692 -57272 45228
16533 77509 76922
79903 29749 42308
21614 31297 20551
16070 -69132 -15695
18976 -82709 -16821
510 29592 -29768
46851 -10814 13622
65766 -60453 88063
27098 66251 40239
51701 -94864 88552
69811 98476 -41680
54596 58406 33015
45020 54972 -19071
6020 58233 32830
881 13186 -69478
41274 19245 -98638
6129 11502 -18307
5875 -8579 6921
46338 21067 69840
71863 80465 61653
36745 -99623 -97822
48463 -14437 -43592
72852 -90384 -52613
656 -69648 85483
58115 -63431 19786
18198 -73405 -59331
65436 -63431 -57749
65656 77077 -62797
47986 3763 -68368
23681 90020 -98794
41757 -61923 -24400
61069 -60769 55098
68895 -85597 86654
34849 95832 -47158
74770 49987 76729
59255 -57601 -95322
40597 -20713 -50318
47396 54127 -44638
67765 99155 -72759
40174 91863 -59669
37459 -9684 -29051
13538 -88359 -76716
40744 -70397 -40044
2031 -4137 -11905
24982 -53104 -24463
42280 72864 -62449
74450 6701 -78130
5610 -33410 42562
55453 73890 71730
63543 57729 33061
45938 -6503 66511
16461 -76236 6169
58298 -61395 -84251
56486 84390 77016
22051 -64202 -7793
1916 -53951 3497
15042 27667 92407
56674 -16675 -17423
80692 15848 43176
63867 38497 -81301
73693 43375 -21769
28799 58594 74562
42879 -25175 5135
29940 -3165 -23461
11122 43286 43898
43590 5560 -11794
71128 -69950 88883
59526 -22024 -16015
6187 -52162 -95695
55878 -94102 2347
55576 -69598 19609
60713 -2243 -71321
61307 48450 -80923
40627 62357 -7053
24537 22009 -83949
42430 -963 -10531
26268 -5693 37530
7632 68122 -54535
62830 -95569 89100
68859 -31306 39851
17808 37723 -78900
52746 84992 -99427
73649 -15514 57580
21470 -84431 -83557
38927 -97662 -42610
59908 86891 97316
32420 -3577 -76037
61029 22412 52043
63384 -92282 -89825
25496 73195 -95015
2453 -16554 -64150
36148 -52277 74272
42551 85952 72998
51894 -96155 79501
17725 95002 -66687
56100 58826 -24738
50733 54178 22225
35148 3693 3486
28400 37470 -15442
14334 -43535 -53852
80045 20762 38177
66565 53675 26662
59807 -89486 -87887
75022 30855 -80158
28636 -51507 46840
74117 -85237 -22335
66191 -92721 -60805
69887 89661 -33735
7366 -23312 -40442
13962 -87520 -77777
38118 62662 -25854
51010 -74277 97306
53940 -68985 -45302
34064 -99987 -49286
2128 59736 42803
70719 57255 -94605
38596 64298 -34858
9016 28770 99482
10629 90603 95793
13901 88199 -76238
45027 33354 -16983
11808 -54778 -72150
57935 8565 45128
54976 27331 -26321
51057 67906 -27487
24675 -54557 40252
77833 -97953 -23405
7983 76480 177
65026 54481 20291
13500 76464 69289
24157 93695 71480
47004 51678 -47749
64988 64466 16913
65729 79886 10043
55315 98026 -99474
55750 -6566 -11643
2792 10267 -82603
10536 72616 48691
43112 75824 63392
75690 -40492 2180
36732 23699 42553
31954 -36082 44432
7521 36046 44401
53819 76023 -96840
36741 -2964 58429
69968 8459 71086
73246 -45095 -21772
23708 1472 -26428
32883 16501 74127
4872 46041 423
19636 -5781 31680
44291 -523 28282
59417 12776 -81020
63010 71336 -38430
68448 -4591 -92555
8465 -26898 -1702
80232 89647 29078
63028 -76335 73069
52928 15442 40093
39 86948 10645
1983 -54945 50445
24377 65871 -93818
76232 -15400 -64070
13896 35313 30794
24894 76166 -79848
48872 94849 62441
38634 86767 89259
49200 -53874 54900
54124 42562 78911
17835 74727 13709
2694 62462 32115
77686 62980 58279
4868 -11798 -97226
9820 47298 -11488
50514 -84238 60546
33196 -15097 -74487
35536 7580 -36972
40233 -9093 53657
80087 64550 -16311
41627 -56297 53606
40346 -29469 67749
12362 -62169 20197
68028 74980 57093
57965 -42260 -51114
59201 79121 -150
62066 -88761 31934
5745 58302 -28018
55934 -79868 949
78393 25039 -74683
35094 -91179 47847
17566 -53779 -29514
56630 -64305 21663
46315 -72619 -70659
18807 61370 -32304
12788 36746 54803
17227 -48043 62746
23599 2921 35585
26269 78664 -71540
66799 -70808 -22144
53041 83986 -2139
38190 57492 -99475
42066 -80825 35209
31881 -95615 -4426
56130 11529 -92955
78273 19921 -18317
5571 2673 43853
16815 -51360 6761
39906 6109 9745
41575 20169 -85197
16903 -75334 33617
11709 -92576 8460
53307 90886 -11868
1638 1396 5805
17673 -72839 63481
60063 73400 1142
29038 25997 -37318
76931 -95742 96350
58621 -11730 -58397
80228 -21417 -61304
20882 36213 81834
40691 42667 -7746
67488 9906 82048
8311 -14708 97112
76802 -78710 -88439
65179 87442 -92420
12804 33177 -51074
31269 30226 -16197
61377 -87520 43752
75875 -40338 6779
9166 57379 -43841
53763 36128 -55413
8085 -98031 60560
3498 34448 80090
52276 39207 2719
38071 54940 944
9839 -21157 -5914
35042 30357 43399
4216 -21869 -35238
31612 51576 81402
56880 88294 95708
8139 -88531 71227
18566 9255 82138
45003 54764 77644
47688 28024 -37921
952 -17824 -90766
71085 84188 -7691
50135 81902 -50597
76343 34147 67923
46374 94506 -85302
44781 -95308 73514
11839 79062 59469
68834 -70661 58434
13150 53010 83414
76986 83695 -31567
22320 -26567 -37796
5488 37570 66614
6212 -58200 -65725
47530 46219 -40223
66079 -79686 30130
5795 -69287 -71582
51432 63266 76405
62238 -6141 27375
56284 77420 -42653
27090 70256 77821
27449 -75329 41221
5603 37154 98373
43061 -87288 6233
70123 -32304 -55626
12987 -81918 45885
43824 -27551 2542
45285 43443 -85477
40639 -90159 -79533
64269 335 -15484
52026 -73415 56273
74955 -8400 75795
8314 -20021 -20559
30085 93920 39192
21228 58134 -5081
73259 -15301 -66804
29637 -93230 -80117
35211 63868 60151
26525 -59945 84763
45065 -14125 66792
48991 88981 27596
35022 -4375 -88347
71191 29591 15062
16810 -54804 -95006
49315 -88084 79586
66203 94489 9820
37708 73911 25304
29450 96935 -99127
37070 -60119 -21703
57621 -15041 -37657
70082 41139 -48111
28774 41291 -44438
14666 63648 4824
45526 -78072 -2594
49202 -78927 92928
52975 31100 34009
37536 19413 -73165
57294 11790 -34310
56081 -3236 96664
48529 -15665 38454
50440 9535 1318
71804 -81901 -11219
73335 22853 -70403
40652 -40160 -44244
75993 -80469 48248
1840 27668 -68499
57 -92921 29740
57238 24026 58382
3881 -25075 -14389
3214 32043 -50327
47044 78835 -69172
43849 7899 86710
41841 -66864 10973
62669 94265 -60739
65158 -11742 49942
41793 36471 -74336
20329 15963 -69435
51630 -80677 87669
7572 -34189 19364
25820 -31128 -85522
63803 22940 33051
18922 11231 89427
35293 58205 -14395
75914 78406 57880
44534 -87203 -45185
44802 -14865 -68638
45022 -96105 -36540
79953 -99777 11717
61214 48726 -39842
22417 83662 64424
50253 -32771 -72270
78629 43564 22541
50070 -51785 85840
59671 -94452 -21933
39945 82708 22219
28881 -98739 -59697
12464 89475 65385
78578 14649 6882
4617 -31145 93057
78051 27678 52015
16203 -5485 -71274
71848 56295 -66464
41939 88651 21787
24114 82920 -62693
62142 -43725 12822
63098 32506 -890
29476 68411 -38713
10469 -56576 -18249
39997 9797 -60191
51718 10741 70501
11335 10093 25117
38526 -30946 -81781
24419 -2846 83496
47324 34587 18747
28551 -78111 -99146
7245 -81909 -99154
47812 -70058 56900
36469 -3544 69327
61682 -34861 34706
37087 -6979 2358
11684 -75397 69812
1071 90444 8889
42818 -71067 -12546
15766 -57987 -42431
54622 -32619 -24551
43263 -47172 80028
56536 -40027 67290
40820 2987 40085
15586 94645 -11014
24792 39277 -2603
34147 43300 49615
39989 -57774 -48727
28719 -42648 -30194
73738 70313 -39602
52867 -91044 38527
47953 -73344 40343
22197 75726 38458
19277 97313 99690
32061 7168 39413
34934 93399 1428
64760 -68346 72928
39499 -78101 -77843
66300 36670 -62183
69366 -1809 94049
44883 -83163 -40673
11049 -79351 24546
13617 -70532 27758
49685 4940 -42669
31249 23161 36380
18799 47750 86770
65196 90629 -99069
71076 83952 -96655
65867 -28462 -10203
32394 -31843 72955
23563 -57115 18399
24050 6382 14304
59345 -13319 28161
66899 77272 -45457
16330 -6368 -54454
40578 -1534 -65001
18759 40739 -80139
66219 -96316 -13316
73412 -95294 -93709
19121 37473 5793
18537 5747 -93250
71891 6363 -48261
11025 81094 -52723
79105 -39470 -99504
43410 -92097 -26479
28345 26105 -92514
71907 50907 89096
47321 49543 4759
44375 56339 57848
15751 -68106 44225
62701 -26722 38203
77070 -79084 -16834
37859 -83354 4250
66405 55956 -63922
18876 -87853 41225
80757 90737 -79924
5429 -8768 -67611
65442 -2966 -63348
80124 80874 -7619
79453 -62313 -65856
58905 -57444 -71074
11233 25405 -66926
27126 92886 -68662
20397 -69958 -41429
12054 -12750 15663
50834 31608 -72117
15868 39651 22821
61176 -20599 -1285
56613 39519 98751
35193 -58092 -38268
60992 64687 -33823
1115 -69686 55962
10246 20019 40696
40097 -15369 78680
58352 54696 -43125
68926 67336 -68066
162 -70512 -22029
46652 37496 45137
53593 -52692 85956
72524 71433 -44438
8736 -68408 -2453
63931 -80862 -54407
12703 -85653 19777
70861 69496 86285
2404 -30881 -58413
33130 32777 25235
12576 -32181 -65815
19860 61707 39488
59676 33220 86161
32635 -49448 18999
29767 43504 -39638
34501 11800 37854
23458 2537 46688
22804 25947 -70763
64805 -4884 -2892
49660 70907 71445
26961 -27329 97475
73366 -3272 78900
41294 93057 20139
45226 -1082 -6010
46416 -98858 86387
62439 827 67294
40105 12606 90618
